Name,Manufacturer,Technology,Bifacial,STC,PTC,A_c,Length,Width,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,alpha_sc,beta_oc,T_NOCT,a_ref,I_L_ref,I_o_ref,R_s,R_sh_ref,Adjust,gamma_r,BIPV,Version,Date
Units,,,,,,m2,m,m,,A,V,A,V,A/K,V/K,C,V,A,A,Ohm,Ohm,%,%/K,,,
[0],lib_manufacturer,cec_material,lib_is_bifacial,,,cec_area,,,cec_n_s,cec_i_sc_ref,cec_v_oc_ref,cec_i_mp_ref,cec_v_mp_ref,cec_alpha_sc,cec_beta_oc,cec_t_noct,cec_a_ref,cec_i_l_ref,cec_i_o_ref,cec_r_s,cec_r_sh_ref,cec_adjust,cec_gamma_r,,,
Jetion Solar (China) JT245SCc(Black),Jetion Solar (China),Mono-c-Si,0,245.234,221,1.642,1.655,0.992,60,8.75,37.3,7.81,31.4,0.006177,-0.142337,46,1.681426,8.766219,0,0.107586,58.040811,9.46783,-0.4432,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT250PPg,Jetion Solar (China),Multi-c-Si,0,250.884,223.5,1.627,1.64,0.992,60,8.86,37.6,8.28,30.3,0.003526,-0.131149,47.7,1.548732,8.871776,0,0.330936,248.984087,1.805472,-0.4467,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT250SCc,Jetion Solar (China),Mono-c-Si,0,250.0225,225.6,1.642,1.655,0.992,60,8.85,37.66,7.85,31.85,0.006399,-0.153728,46.2,1.716435,8.86348,0,0.080539,52.874288,4.257499,-0.4389,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT255PPg,Jetion Solar (China),Multi-c-Si,0,255.816,228.1,1.627,1.64,0.992,60,8.92,37.8,8.36,30.6,0.00355,-0.131846,47.7,1.55852,8.929098,0,0.31103,304.935261,2.018554,-0.4467,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT260PPg,Jetion Solar (China),Multi-c-Si,0,260.796,232.7,1.627,1.64,0.992,60,8.98,38,8.44,30.9,0.003574,-0.132544,47.7,1.56829,8.986692,0,0.291524,391.188498,2.227066,-0.4467,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT265PPg,Jetion Solar (China),Multi-c-Si,0,265.824,237.3,1.627,1.64,0.992,60,9.03,38.2,8.52,31.2,0.003594,-0.133242,47.7,1.577041,9.033733,0,0.272832,659.914415,2.311006,-0.4467,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT270PAe,Jetion Solar (China),Multi-c-Si,0,270.028,242.6,1.94,1.956,0.992,72,8.2,43.6,7.48,36.1,0.006798,-0.178062,46.6,1.94206,8.216778,0,0.234095,114.408687,0.040678,-0.4384,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT270PAe(Black),Jetion Solar (China),Multi-c-Si,0,270.028,241.7,1.94,1.956,0.992,72,8.2,43.6,7.48,36.1,0.006839,-0.184515,46.1,1.996296,8.215171,0,0.219068,118.404576,1.457634,-0.4646,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT270PPg,Jetion Solar (China),Multi-c-Si,0,270.9,242,1.627,1.64,0.992,60,9.08,38.4,8.6,31.5,0.003614,-0.133939,47.7,1.58578,9.081142,0,0.254508,2022.859542,2.392387,-0.4467,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT270SAc,Jetion Solar (China),Mono-c-Si,0,270.248,243.4,1.94,1.956,0.992,72,9,39.5,8.14,33.2,0.005607,-0.147454,46,1.737021,9.015774,0,0.130829,74.643555,7.150231,-0.4388,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT270SAc(Black),Jetion Solar (China),Mono-c-Si,0,270.248,240.2,1.94,1.956,0.992,72,9,39.5,8.14,33.2,0.006777,-0.152114,48.5,1.764519,9.0147,0,0.123644,75.701918,6.732861,-0.4387,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT275PAe,Jetion Solar (China),Multi-c-Si,0,274.9572,247.3,1.94,1.956,0.992,72,8.2,44,7.56,36.37,0.006798,-0.179696,46.6,1.943853,8.212784,0,0.249863,160.266157,-1.384795,-0.4384,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT275PAe(Black),Jetion Solar (China),Multi-c-Si,0,274.9572,246.3,1.94,1.956,0.992,72,8.2,44,7.56,36.37,0.006839,-0.186208,46.1,1.99781,8.211459,0,0.235121,168.256961,0.016782,-0.4646,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT275SAc,Jetion Solar (China),Mono-c-Si,0,275.035,248,1.94,1.956,0.992,72,9.05,39.8,8.21,33.5,0.005638,-0.148573,46,1.748167,9.064269,0,0.125375,79.516411,6.939989,-0.4388,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT275SAc(Black),Jetion Solar (China),Mono-c-Si,0,275.035,244.8,1.94,1.956,0.992,72,9.05,39.8,8.21,33.5,0.006815,-0.15327,48.5,1.775814,9.063254,0,0.11821,80.715108,6.523678,-0.4387,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT280PAe,Jetion Solar (China),Multi-c-Si,0,280.356,251.9,1.94,1.956,0.992,72,8.26,44.2,7.66,36.6,0.006848,-0.180513,46.6,1.947366,8.269856,0,0.24111,202.064302,-1.842116,-0.4384,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT280PAe(Black),Jetion Solar (China),Multi-c-Si,0,280.356,250.9,1.94,1.956,0.992,72,8.26,44.2,7.66,36.6,0.006889,-0.187054,46.1,2.001299,8.268705,0,0.226563,214.989931,-0.446173,-0.4646,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT280SAc,Jetion Solar (China),Mono-c-Si,0,280.202,252.6,1.94,1.956,0.992,72,9.1,40.1,8.29,33.8,0.005669,-0.149693,46,1.757893,9.112553,0,0.120491,87.347264,6.581639,-0.4388,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT280SAc(Black),Jetion Solar (China),Mono-c-Si,0,280.202,249.4,1.94,1.956,0.992,72,9.1,40.1,8.29,33.8,0.006852,-0.154425,48.5,1.785648,9.111618,0,0.113368,88.793313,6.166985,-0.4387,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT285PAe,Jetion Solar (China),Multi-c-Si,0,285.237,256.5,1.94,1.956,0.992,72,8.32,44.6,7.73,36.9,0.006897,-0.182146,46.6,1.961569,8.329252,0,0.246968,222.088924,-2.145426,-0.4384,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT285PAe(Black),Jetion Solar (China),Multi-c-Si,0,285.237,255.5,1.94,1.956,0.992,72,8.32,44.6,7.73,36.9,0.006939,-0.188747,46.1,2.015828,8.328133,0,0.23248,237.837803,-0.752513,-0.4646,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT285SAc,Jetion Solar (China),Mono-c-Si,0,285.076,257.2,1.94,1.956,0.992,72,9.15,40.4,8.36,34.1,0.0057,-0.150813,46,1.769074,9.161238,0,0.115212,93.806546,6.38206,-0.4388,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT285SAc(Black),Jetion Solar (China),Mono-c-Si,0,285.076,254,1.94,1.956,0.992,72,9.15,40.4,8.36,34.1,0.00689,-0.15558,48.5,1.796978,9.160361,0,0.108108,95.471915,5.968317,-0.4387,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT290PAe,Jetion Solar (China),Multi-c-Si,0,290.16,261.1,1.94,1.956,0.992,72,8.41,45.1,7.8,37.2,0.006972,-0.184188,46.6,1.982008,8.420764,0,0.263814,206.116977,-2.297708,-0.4384,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT290PAe(Black),Jetion Solar (China),Multi-c-Si,0,290.16,260.1,1.94,1.956,0.992,72,8.41,45.1,7.8,37.2,0.007014,-0.190863,46.1,2.036815,8.419545,0,0.249339,219.689093,-0.905438,-0.4646,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT290SAc,Jetion Solar (China),Mono-c-Si,0,290.336,261.9,1.94,1.956,0.992,72,9.2,40.7,8.44,34.4,0.005732,-0.151933,46,1.778863,9.209729,0,0.110491,104.487788,6.0393,-0.4388,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT290SAc(Black),Jetion Solar (China),Mono-c-Si,0,290.336,258.6,1.94,1.956,0.992,72,9.2,40.7,8.44,34.4,0.006928,-0.156736,48.5,1.806875,9.20893,0,0.103425,106.554991,5.626997,-0.4387,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT300PAg,Jetion Solar (China),Multi-c-Si,0,301.392,269.7,1.94,1.956,0.992,72,8.83,45.1,8.28,36.4,0.002552,-0.155775,46.6,1.835668,8.839269,0,0.395542,376.811782,0.58486,-0.4476,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT305PAg,Jetion Solar (China),Multi-c-Si,0,306.445,274.4,1.94,1.956,0.992,72,8.88,45.3,8.35,36.7,0.002566,-0.156466,46.6,1.844909,8.886836,0,0.3757,488.034139,0.717487,-0.4476,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT310PAg,Jetion Solar (China),Multi-c-Si,0,311.54,279,1.94,1.956,0.992,72,8.93,45.5,8.42,37,0.002581,-0.157157,46.6,1.854141,8.934625,0,0.356204,687.7612,0.847733,-0.4476,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT315PAg,Jetion Solar (China),Multi-c-Si,0,316.677,283.6,1.94,1.956,0.992,72,8.98,45.8,8.49,37.3,0.002595,-0.158193,46.6,1.865127,8.982563,0,0.349062,1223.138392,0.730568,-0.4476,N,SAM 2020.2.29 r1,4/29/2020
Jetion Solar (China) JT320PAg,Jetion Solar (China),Multi-c-Si,0,321.856,288.3,1.94,1.956,0.992,72,9.03,46.1,8.56,37.6,0.00261,-0.159229,46.6,1.87612,9.030592,0,0.342037,5217.527622,0.615635,-0.4476,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD160M5-Aa,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,160.89,138.3,1.277,1.58,0.808,72,5.1,42.8,4.65,34.6,0.000189,-0.155878,49.9,1.824195,5.117472,0,0.608433,177.597695,4.368306,-0.4987,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD165M5-Aa,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,165.3,142.8,1.277,1.58,0.808,72,5.07,43.2,4.75,34.8,0.000188,-0.157334,49.9,1.807319,5.074971,0,0.654512,667.53475,0.912195,-0.4987,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD170M5-Aa,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,170.016,146.1,1.277,1.58,0.808,72,5.14,43.6,4.83,35.2,0.00164,-0.158181,49.9,1.924047,5.142083,0,0.590477,1456.98027,11.647962,-0.5247,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD175M5-Aa,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,175.778,150.5,1.277,1.58,0.808,72,5.21,43.8,4.91,35.8,0.001662,-0.158906,49.9,1.943904,5.211084,0,0.479602,2305.847589,12.828957,-0.5247,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD180M5-Aa,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,180.5,155,1.277,1.58,0.808,72,5.3,44.2,5,36.1,0.001691,-0.160358,49.9,1.95954,5.300689,0,0.482535,3712.261637,12.614285,-0.5247,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD185M5-Aa,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,185.0904,165.9,1.277,1.58,0.808,72,5.43,45.04,5.13,36.08,0.004469,-0.181511,45.8,1.978831,5.488936,0,0.638248,755.116714,-0.926429,-0.4669,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD190M5-Aa,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,190.165,170.6,1.277,1.58,0.808,72,5.51,45.23,5.21,36.5,0.004535,-0.182277,45.8,1.995314,5.569268,0,0.570333,761.452332,-0.172513,-0.4669,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD190P6-Ac,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,190.2264,163.9,1.47,1.482,0.992,54,7.85,33.2,7.28,26.13,0.004631,-0.115503,51.4,1.425331,7.866033,0,0.411379,201.421589,10.258435,-0.4809,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD195M5-Aa,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,195.0432,175.2,1.277,1.58,0.808,72,5.62,45.44,5.28,36.94,0.004625,-0.183123,45.8,2.010911,5.622468,0,0.50651,1153.249702,0.421647,-0.4669,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD195P6-Ac,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,195.602,168.3,1.47,1.482,0.992,54,8,33.25,7.48,26.15,0.00472,-0.115677,51.4,1.42011,8.008003,0,0.407192,407.016689,9.244179,-0.4809,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD200M5-Aa,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,200.0365,179.8,1.277,1.58,0.808,72,5.65,45.87,5.35,37.39,0.00465,-0.184856,45.8,2.034453,5.709924,0,0.481102,801.882528,0.826076,-0.4669,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD200P6-Ac,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,200.43,172.8,1.47,1.482,0.992,54,8.08,33.3,7.65,26.2,0.004767,-0.115851,51.4,1.419806,8.166313,0,0.3982,589.423001,8.913592,-0.4809,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD205P6-Ac,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,205.5375,177.2,1.47,1.482,0.992,54,8.28,33.35,7.83,26.25,0.005614,-0.119993,51.4,1.437842,8.369121,0,0.383878,507.877313,7.416868,-0.4817,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD210P6-Ac,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,210.2486,181.7,1.47,1.482,0.992,54,8.35,33.4,7.97,26.38,0.005661,-0.120173,51.4,1.442729,8.525116,0,0.364068,425.895146,7.800607,-0.4817,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD210P6-Bc,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,209.88,187.8,1.47,1.482,0.992,54,8.4,33.7,7.95,26.4,0.006485,-0.117613,47.9,1.395708,8.491629,0,0.414331,460.777396,2.442829,-0.4348,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD215P6-Ab,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,215.71,185.5,1.623,1.636,0.992,60,7.85,36.2,7.4,29.15,0.005322,-0.130248,51.4,1.576884,7.851175,0,0.337694,2255.308982,9.537029,-0.4817,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD220P6-Ab,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,220.1772,190,1.623,1.636,0.992,60,8,36.24,7.53,29.24,0.005424,-0.130392,51.4,1.581904,8.002413,0,0.32245,1069.03333,9.949124,-0.4817,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD220P6-Bb,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,219.96,196.6,1.623,1.636,0.992,60,8.15,36.75,7.8,28.2,0.006854,-0.141487,47.9,1.517431,8.31713,0,0.547277,1372.719336,-7.810098,-0.4324,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD225P6-Ab,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,225.024,194,1.623,1.636,0.992,60,8.17,36.3,7.68,29.3,0.004951,-0.122077,51.4,1.57881,8.173633,0,0.31625,711.137211,16.978312,-0.4882,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD230M6-Ab,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,230.022,207.7,1.623,1.636,0.992,60,8.39,37.06,7.8,29.49,0.005772,-0.134046,45.7,1.556097,8.405517,0,0.391481,211.6702,1.512203,-0.4395,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD230P6-Ab,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,229.9038,207.9,1.623,1.636,0.992,60,8.46,37.05,7.98,28.81,0.005914,-0.133713,45.9,1.518746,8.556666,0,0.487505,345.234133,-2.879284,-0.4313,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD230P6-Bb,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,229.89,205.7,1.623,1.636,0.992,60,8.3,37.05,7.9,29.1,0.00698,-0.142642,47.9,1.549187,8.383637,0,0.44479,5851.056037,-5.517051,-0.4324,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD235M6-Ab,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,234.9982,212.3,1.623,1.636,0.992,60,8.46,37.26,7.87,29.86,0.00582,-0.134769,45.7,1.57062,8.47435,0,0.358502,211.355304,2.278295,-0.4395,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD235P6-Ab,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,235.0472,212.5,1.623,1.636,0.992,60,8.63,37.19,8.08,29.09,0.006032,-0.134219,45.9,1.528756,8.639186,0,0.458739,430.951829,-2.338556,-0.4313,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD235P6-Bb,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,234.9225,210.3,1.623,1.636,0.992,60,8.4,37.3,7.95,29.55,0.007064,-0.143605,47.9,1.573069,8.491307,0,0.404713,469.900278,-3.982513,-0.4324,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD240M6-Ab,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,240.0262,217,1.623,1.636,0.992,60,8.53,37.47,7.94,30.23,0.005869,-0.135529,45.7,1.585272,8.543198,0,0.327442,211.623778,3.000066,-0.4395,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD240P6-Ab,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,239.994,217.2,1.623,1.636,0.992,60,8.57,37.25,7.96,30.15,0.00599,-0.134435,45.9,1.570233,8.584905,0,0.312071,179.436142,2.479839,-0.4313,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD240P6-Bb,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,240,214.9,1.623,1.636,0.992,60,8.45,37.4,8,30,0.007106,-0.14399,47.9,1.58905,8.541594,0,0.348223,418.912975,-2.610055,-0.4324,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD245M6-Ab,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,245.0259,221.6,1.623,1.636,0.992,60,8.6,37.67,8.01,30.59,0.005917,-0.136252,45.7,1.599406,8.612049,0,0.297165,212.0999,3.702324,-0.4395,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD245P6-Ab,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,245.024,221.8,1.623,1.636,0.992,60,8.64,37.56,8.06,30.4,0.006039,-0.135554,45.9,1.579155,8.651648,0,0.312716,231.965443,1.993605,-0.4313,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD250M6-Ab,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,249.9952,226.2,1.623,1.636,0.992,60,8.67,37.88,8.08,30.94,0.005965,-0.137012,45.7,1.613365,8.680977,0,0.270181,213.391972,4.323647,-0.4395,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD250P6-Ab,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,249.9605,226.5,1.623,1.636,0.992,60,8.71,37.88,8.15,30.67,0.006088,-0.136709,45.9,1.590084,8.719324,0,0.31155,291.018986,1.702291,-0.4313,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD255M6-Ab,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,255.1491,232.8,1.623,1.636,0.992,60,8.66,38.05,8.17,31.23,0.007188,-0.162435,44,1.657228,8.661934,0,0.24065,1077.785933,-8.008224,-0.44,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD255P6-Ab,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,255.0918,231.1,1.623,1.636,0.992,60,8.91,37.96,8.43,30.26,0.006228,-0.136998,45.9,1.576634,9.008379,0,0.369243,358.106602,-0.342042,-0.4313,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD260M6-Ab,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,260.3523,237.5,1.623,1.636,0.992,60,8.72,38.27,8.31,31.33,0.007238,-0.163375,44,1.66256,8.809056,0,0.249889,1185.625811,-8.435479,-0.44,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD260P6-Ab,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,260.0656,235.8,1.623,1.636,0.992,60,8.99,38.17,8.51,30.56,0.006284,-0.137756,45.9,1.589002,9.088691,0,0.34952,360.992926,0.104891,-0.4313,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD265M6-Ab,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,256.245,242.2,1.623,1.636,0.992,60,8.65,38.15,8.25,31.06,0.00718,-0.162862,44,1.650811,8.737598,0,0.275999,2195.780167,-9.103774,-0.44,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD275M6-Aa,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,274.987,248.7,1.94,1.956,0.992,72,8.34,44.38,7.79,35.3,0.00563,-0.158082,45.8,1.839822,8.351549,0,0.47868,345.680273,0.616604,-0.4316,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD275P6-Aa,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,274.9905,248.4,1.94,1.956,0.992,72,8.51,44.28,7.95,34.59,0.007234,-0.16357,45.7,1.86292,8.520089,0,0.550474,464.329686,-0.384242,-0.4389,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD280M6-Aa,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,280.088,253.3,1.94,1.956,0.992,72,8.41,44.58,7.85,35.68,0.005677,-0.158794,45.8,1.855699,8.42195,0,0.443456,312.086854,1.413774,-0.4316,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD280P6-Aa,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,279.9528,253,1.94,1.956,0.992,72,8.59,44.61,8.04,34.82,0.007302,-0.164789,45.7,1.873844,8.597855,0,0.553373,605.123812,-0.673548,-0.4389,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD285M6-Aa,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,284.9973,258,1.94,1.956,0.992,72,8.48,44.78,7.91,36.03,0.005724,-0.159506,45.8,1.87064,8.492226,0,0.413285,286.661423,2.105424,-0.4316,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD285P6-Aa,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,285.0378,257.6,1.94,1.956,0.992,72,8.68,44.89,8.13,35.06,0.007378,-0.165824,45.7,1.885546,8.687108,0,0.547852,669.05134,-0.675163,-0.4389,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD290M6-Aa,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,290.108,262.6,1.94,1.956,0.992,72,8.55,44.98,7.97,36.4,0.005771,-0.160219,45.8,1.886192,8.562285,0,0.380616,264.893884,2.855067,-0.4316,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD290P6-Aa,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,290.0016,262.3,1.94,1.956,0.992,72,8.77,45.17,8.22,35.28,0.007455,-0.166858,45.7,1.896599,8.77633,0,0.545356,755.616526,-0.742071,-0.4389,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD295M6-Aa,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,295.0222,267.2,1.94,1.956,0.992,72,8.62,45.2,8.03,36.74,0.005818,-0.161002,45.8,1.901152,8.63234,0,0.355427,248.271477,3.448712,-0.4316,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD295P6-Aa,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,295.005,266.9,1.94,1.956,0.992,72,8.86,45.45,8.31,35.5,0.007531,-0.167892,45.7,1.907659,8.865553,0,0.542911,866.280371,-0.807405,-0.4389,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD300M6-Aa,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,300.0581,271.9,1.94,1.956,0.992,72,8.69,45.42,8.09,37.09,0.005866,-0.161786,45.8,1.916417,8.70224,0,0.32916,233.700016,4.068295,-0.4316,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD300P6-Aa,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,300.048,271.5,1.94,1.956,0.992,72,8.95,45.73,8.4,35.72,0.007608,-0.168927,45.7,1.918728,8.954777,0,0.540515,1012.734815,-0.871216,-0.4389,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD305M6-Aa,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,305.2175,278.3,1.94,1.956,0.992,72,8.78,45.82,8.15,37.45,0.007682,-0.200417,44.4,2.013585,8.792175,0,0.304033,219.254464,-8.878003,-0.4341,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD305P6-Aa,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,305.0457,276.2,1.94,1.956,0.992,72,9.02,46.01,8.49,35.93,0.007667,-0.169961,45.7,1.92706,9.021153,0,0.540551,4229.464994,-1.190721,-0.4389,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD310M6-Aa,Jiangsu Aide Solar Energy Technology,Mono-c-Si,0,310.2559,283,1.94,1.956,0.992,72,8.83,45.91,8.21,37.79,0.007726,-0.20081,44.4,2.024543,8.840064,0,0.264623,232.183859,-8.283619,-0.4341,N,SAM 2020.2.29 r1,4/29/2020
Jiangsu Aide Solar Energy Technology AD310P6-Aa,Jiangsu Aide Solar Energy Technology,Multi-c-Si,0,310.0812,280.9,1.94,1.956,0.992,72,9.11,46.3,8.58,36.14,0.007743,-0.171032,45.7,1.937998,9.110308,0,0.540813,15971.77385,-1.305529,-0.4389,N,SAM 2020.2.29 r1,4/29/2020
