Manufacturer,Model Number,Description,Safety Certification,Nameplate Pmax,PTC,Notes,Design Qualification Certification (Optional Submission),Performance Evaluation (Optional Submission),Family,Technology,A_c,N_s,N_p,BIPV,Nameplate Isc,Nameplate Voc,Nameplate Ipmax,Nameplate Vpmax,Average NOCT,gammaPmax,alphaIsc,betaVoc,alphaIpmax,betaVpmax,IPmax_ low,VPmax_ low,IPmax_ NOCT,VPmax_ NOCT,Mounting,Type,Short Side,Long Side,Geometric Multiplier,P2/Pref,CEC Listing Date,Last Update
Jinko Solar Co._ Ltd,JKM305PP-60H,305 W Polycrystalline module_ 1000V max system Vdc,UL 1703,305,280.4,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.59,120,,N,9.49,40.6,9.11,33.6,45.4,-0.403,0.061,-0.326,0.032,-0.431,1.87,31.934,7.503,30.917,,,,,,,2/15/2018,4/2/2018
Jinko Solar Co._ Ltd,JKM305PP-60H-V,305 W Polycrystalline module_ 1500V max system Vdc,UL 1703,305,280.1,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.59,120,,N,9.49,40.6,9.11,33.6,45.4,-0.408,0.063,-0.341,0.002,-0.407,1.885,31.739,7.559,30.699,,,,,,,4/2/2018,
Jinko Solar Co._ Ltd,JKM305PP-72,305 W Polycrystalline Module,UL 1703,305,279.3,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.835,72,1,N,8.91,45.6,8.3,36.8,45.1,-0.41,0.0623,-0.306,0.0052,-0.414,1.69,43.83,6.86,41.22,Rack,Flat Plate,0.954,1.924,1,0.243262276,,4/2/2018
Jinko Solar Co._ Ltd,JKM305PP-72(Plus),305 W Polycrystalline Module,UL 1703,305,275.9,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.91,45.6,8.3,36.8,46.1,-0.435,0.047,-0.33,0.011,-0.451,1.65,35.3,6.72,34.3,Rack,Flat Plate,0.992,1.956,1,0.190967213,,4/2/2018
Jinko Solar Co._ Ltd,JKM305PP-72B,305 W Polycrystalline Module,UL 1703,305,276.1,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.91,45.6,8.3,36.8,46.1,-0.432,0.057,-0.339,0.003,-0.469,1.58,35.9,6.6,33.52,Rack,Flat Plate,0.992,1.956,1,0.18597377,,4/2/2018
Jinko Solar Co._ Ltd,JKM305PP-72-J4,305 W Polycrystalline Module,UL 1703,305,279.3,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.835,72,1,N,8.91,45.6,8.3,36.8,45.1,-0.41,0.0623,-0.306,0.0052,-0.414,1.69,43.83,6.86,41.22,Rack,Flat Plate,0.954,1.924,1,0.243262276,,4/2/2018
Jinko Solar Co._ Ltd,JKM305PP-72-V,305 W Polycrystalline Module,UL 1703,305,278.8,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.835,72,1,N,8.91,45.6,8.3,36.8,45.3,-0.413,0.0609,-0.316,0.0137,-0.425,1.72,43.31,6.95,40.61,Rack,Flat Plate,0.954,1.924,1,0.243671905,,4/2/2018
Jinko Solar Co._ Ltd,JKMS305M-60BL-EP,305W_ Monocrystalline ACPV_ black substrate_ 1000V max system Vdc. DC Module: JKM305M-60BL. Microinverter: IQ7-60-ACM-US.,UL 1741,305,281.7,This component is specific to ACPV and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,9.83,40.3,9.3,32.8,45.4,-0.383,0.058,-0.297,,,1.82,31.67,7.48,29.8,,,,,,,7/15/2019,
Jinko Solar Co._ Ltd,JKMS305M-60BL-EP-Q,305 W_ Monocrystalline ACPV_ black substrate_ 1000V max system Vdc. DC Module: JKM305M-60BL-Q. Microinverter: IQ7-60-x-ACM-US.,UL 1741,305,282,This component is specific to ACPV and is not available as an individual unit.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,10.07,40.3,9.3,32.8,45.4,-0.377,0.053,-0.277,,,1.84,32.18,7.32,30.5,,,,,,,2/11/2020,
Jinko Solar Co._ Ltd,JKMS305M-60BL-MX3,305 W_ 60 cell monocrystalline module with DC optimizer junction box_ black backsheet_ 1000V max system Vdc,UL 1741,305,281.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,9.83,40.3,9.3,32.8,45.4,-0.383,0.058,-0.297,,,1.82,31.67,7.48,29.8,,,,,,,9/16/2019,
Jinko Solar Co._ Ltd,JKMS305M-60BL-TI,305 W_ 60 cell monocrystalline module with rapid shutdown device_ black substrate_ 1000V max system Vdc,UL 1741,305,281.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,9.83,40.3,9.3,32.8,45.4,-0.383,0.058,-0.297,,,1.82,31.67,7.48,29.8,,,,,,,9/3/2019,
Jinko Solar Co._ Ltd,JKMS305M-60L-EP,305W_ Monocrystalline ACPV_ white substrate_ 1000V max system Vdc. DC Module: JKM305M-60L. Microinverter: IQ7-60-ACM-US.,UL 1741,305,280.3,This component is specific to ACPV and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,9.83,40.3,9.3,32.8,45.3,-0.408,0.062,-0.314,,,1.81,32.02,7.61,29.9,,,,,,,7/15/2019,
Jinko Solar Co._ Ltd,JKMS305M-60L-EP-Q,305 W_ Monocrystalline ACPV_ white substrate_ 1000V max system Vdc. DC Module: JKM305M-60L-Q. Microinverter: IQ7-60-x-ACM-US.,UL 1741,305,282.2,This component is specific to ACPV and is not available as an individual unit.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,10.07,40.3,9.3,32.8,45.3,-0.376,0.046,-0.299,,,1.85,31.94,7.34,30.5,,,,,,,2/11/2020,
Jinko Solar Co._ Ltd,JKMS305M-60L-MX3,305 W_ 60 cell monocrystalline module with DC optimizer junction box_ white substrate_ 1000V max system Vdc,UL 1741,305,280.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,9.83,40.3,9.3,32.8,45.3,-0.408,0.062,-0.314,,,1.81,32.02,7.61,29.9,,,,,,,9/16/2019,
Jinko Solar Co._ Ltd,JKMS305M-60L-TI,305 W_ 60 cell monocrystalline module with rapid shutdown device_ white substrate_ 1000V max system Vdc,UL 1741,305,280.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,9.83,40.3,9.3,32.8,45.3,-0.408,0.062,-0.314,,,1.81,32.02,7.61,29.9,,,,,,,9/3/2019,
Jinko Solar Co._ Ltd,JKMS305M-72,305 W Monocrystalline Module with MX_ SE or TG smart junction box,UL 1703,305,276.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,8.72,45.7,8.2,37.2,45.6,-0.441,0.059,-0.342,0.007,-0.458,1.6,36.9,6.7,34.19,Rack,Flat Plate,0.992,1.956,1,0.19357377,,4/2/2018
Jinko Solar Co._ Ltd,JKMS305P-72,305 W Polycrystalline Module with MX_ SE or TG smart junction box,UL 1703,305,275.5,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,9.38,43.3,8.74,34.9,45.7,-0.45,0.042,-0.333,-0.009,-0.442,1.72,33.76,7.06,32.24,Rack,Flat Plate,0.992,1.956,1,0.190384262,,4/2/2018
Jinko Solar Co._ Ltd,JKMS305PP-72,305 W Polycrystalline Module with MX_ SE or TG smart junction box,UL 1703,305,275.5,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,9.38,43.3,8.74,34.9,45.7,-0.45,0.042,-0.333,-0.009,-0.442,1.72,33.76,7.06,32.24,Rack,Flat Plate,0.992,1.956,1,0.190384262,,4/2/2018
Jinko Solar Co._ Ltd,JKM310M-60,310 W_ 60 cell Monocrystalline module_ white substrate,UL 1703,310,286.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.58,60,,N,9.92,40.5,9.4,33,45.2,-0.391,0.064,-0.296,0.025,-0.414,1.76,32.21,7.56,29.6,,,,,,,6/15/2018,
Jinko Solar Co._ Ltd,JKM310M-60B,310 W_ 60 cell Monocrystalline module_ black substrate,UL 1703,310,284.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.58,60,,N,9.92,40.5,9.4,33,45.8,-0.405,0.066,-0.308,0.009,-0.413,1.76,31.76,7.44,29.7,,,,,,,6/15/2018,
Jinko Solar Co._ Ltd,JKM310M-60BL,310 W_ 60 cell monocrystalline module_ black substrate_ 1000V max system Vdc,UL 1703,310,286.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,9.92,40.5,9.4,33,45.4,-0.383,0.058,-0.297,0.006,-0.388,1.84,31.86,7.56,30,,,,,,,10/1/2018,9/16/2019
Jinko Solar Co._ Ltd,JKM310M-60BL-Q,310 W_ 60 cell monocrystalline module_ black backsheet_ 1000V max system Vdc,UL 1703,310,286.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,10.15,40.5,9.4,33,45.4,-0.377,0.053,-0.277,,,1.86,32.38,7.4,30.7,,,,,,,1/21/2020,
Jinko Solar Co._ Ltd,JKM310M-60H,310 W Monocrystalline module_ white substrate_ 1000V max system Vdc,UL 1703,310,285.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,120,,N,9.92,40.5,9.4,33,45,-0.404,0.06,-0.338,0.005,-0.403,1.88,31.739,7.482,31.18,,,,,,,2/15/2018,4/2/2018
Jinko Solar Co._ Ltd,JKM310M-60HB,310 W Monocrystalline module_ black substrate_ 1000V max system Vdc,UL 1703,310,285.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,120,,N,9.92,40.5,9.4,33,45.3,-0.4,0.05,-0.324,0.009,-0.409,1.89,31.54,7.54,31,,,,,,,3/1/2018,4/2/2018
Jinko Solar Co._ Ltd,JKM310M-60HBL,310 W_ 120 half cell monocrystalline module_ black substrate_ 1000V max system Vdc,UL 1703,310,284.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.62,20,6,N,9.92,40.5,9.4,33,45.5,-0.407,0.05,-0.317,0.024,-0.428,1.85,31.57,7.5,30.1,,,,,,,11/15/2018,
Jinko Solar Co._ Ltd,JKM310M-60HBL-Q,310 W_ 120 half-cut cell monocrystalline module_ black backsheet_ 1000V max system Vdc,UL 1703,310,283.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,20,6,N,10.15,39.8,9.47,32.7,45.4,-0.424,0.049,-0.316,,,1.85,31.75,7.32,31.1,,,,,,,1/21/2020,7/21/2020
Jinko Solar Co._ Ltd,JKM310M-60HB-V,310 W Monocrystalline module_ black substrate_ 1500V max system Vdc,UL 1703,310,285,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,120,,N,9.92,40.5,9.4,33,45.3,-0.407,0.071,-0.343,0.015,-0.421,1.865,31.739,7.471,30.915,,,,,,,4/2/2018,
Jinko Solar Co._ Ltd,JKM310M-60HL-BDVP,310 W_ 120 cell double glass bifacial monocrystalline module_ 1500V max system Vdc,UL 61730_ UL 1703,310,283.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.66,20,6,N,10.01,39.8,9.51,32.6,45.6,-0.42,0.047,-0.326,,,1.68,31.92,7.34,30.5,,,,,,,11/1/2019,
Jinko Solar Co._ Ltd,JKM310M-60HL-Q,310 W_ 120 half-cut cell monocrystalline module_ white backsheet_ 1000Vdc system rating,UL 1703,310,286.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,20,6,N,10.15,39.8,9.47,32.7,45.1,-0.387,0.071,-0.322,,,1.85,32.03,7.44,30.4,,,,,,,1/21/2020,7/21/2020
Jinko Solar Co._ Ltd,JKM310M-60H-V,310 W Monocrystalline module_ white substrate_ 1500V max system Vdc,UL 1703,310,285.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,120,,N,9.92,40.5,9.4,33,45.2,-0.406,0.062,-0.334,0.021,-0.424,1.855,32.129,7.502,30.987,,,,,,,4/2/2018,
Jinko Solar Co._ Ltd,JKM310M-60L,310 W_ 60 cell monocrystalline module_ white substrate_ 1000V max system Vdc,UL 1703,310,285,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,,N,9.92,40.5,9.4,33,45.3,-0.408,0.062,-0.314,0.041,-0.444,1.83,32.22,7.69,30.1,,,,,,,10/1/2018,
Jinko Solar Co._ Ltd,JKM310M-60L-Q,310 W_ 60 cell monocrystalline module_ white backsheet_ 1000V max system Vdc,UL 1703,310,286.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,10.15,40.5,9.4,33,45.3,-0.376,0.046,-0.299,,,1.87,32.14,7.42,30.7,,,,,,,1/21/2020,
Jinko Solar Co._ Ltd,JKM310M-72,310 W Monocrystalline Module,UL 1703,310,280.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.923,72,1,N,8.78,47.1,8.05,38.5,46.5,-0.432,0.0748,-0.4095,0.0083,-0.439,1.58,38.3,6.62,34.51,Rack,Flat Plate,0.986,1.95,1,0.195485346,,4/2/2018
Jinko Solar Co._ Ltd,JKM310M-72B,310 W Monocrystalline Module,UL 1703,310,280,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,8.8,45.9,8.29,37.4,45.9,-0.448,0.033,-0.323,0.012,-0.457,1.67,35.91,6.65,34.52,Rack,Flat Plate,0.992,1.956,1,0.193450645,,4/2/2018
Jinko Solar Co._ Ltd,JKM310P-72,310 W Polycrystalline Module,UL 1703,310,284,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.835,72,1,N,8.96,45.9,8.38,37,45.1,-0.41,0.0623,-0.306,0.0052,-0.414,1.71,44.12,6.93,41.49,Rack,Flat Plate,0.954,1.924,1,0.243235344,,4/2/2018
Jinko Solar Co._ Ltd,JKM310P-72B,310 W Polycrystalline Module,UL 1703,310,280.8,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.96,45.9,8.38,37,46.1,-0.432,0.057,-0.339,0.003,-0.469,1.59,36.1,6.67,33.7,Rack,Flat Plate,0.992,1.956,1,0.185158065,,4/2/2018
Jinko Solar Co._ Ltd,JKM310P-72-J4,310 W Polycrystalline Module,UL 1703,310,284,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.835,72,1,N,8.96,45.9,8.38,37,45.1,-0.41,0.0623,-0.306,0.0052,-0.414,1.71,44.12,6.93,41.49,Rack,Flat Plate,0.954,1.924,1,0.243235344,,4/2/2018
Jinko Solar Co._ Ltd,JKM310P-72-V,310 W Polycrystalline Module,UL 1703,310,283.5,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.835,72,1,N,8.96,45.9,8.38,37,45.3,-0.413,0.0609,-0.316,0.0137,-0.425,1.73,43.6,7.01,40.87,Rack,Flat Plate,0.954,1.924,1,0.243644926,,4/2/2018
Jinko Solar Co._ Ltd,JKM310PP-60H,310 W Polycrystalline module_ 1000V max system Vdc,UL 1703,310,285.2,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.59,120,,N,9.59,40.8,9.19,33.9,45.4,-0.403,0.061,-0.326,0.032,-0.431,1.87,31.934,7.503,30.917,,,,,,,2/15/2018,4/2/2018
Jinko Solar Co._ Ltd,JKM310PP-60H-V,310 W Polycrystalline module_ 1500V max system Vdc,UL 1703,310,284.9,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.59,120,,N,9.59,40.8,9.19,33.9,45.4,-0.408,0.063,-0.341,0.002,-0.407,1.901553238,32.02238393,7.625379802,30.97309821,,,,,,,4/2/2018,
Jinko Solar Co._ Ltd,JKM310PP-72,310 W Polycrystalline Module,UL 1703,310,284,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.835,72,1,N,8.96,45.9,8.38,37,45.1,-0.41,0.0623,-0.306,0.0052,-0.414,1.71,44.12,6.93,41.49,Rack,Flat Plate,0.954,1.924,1,0.243235344,,4/2/2018
Jinko Solar Co._ Ltd,JKM310PP-72(Plus),310 W Polycrystalline Module,UL 1703,310,280.6,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.96,45.9,8.38,37,46.1,-0.435,0.047,-0.33,0.011,-0.451,1.66,35.49,6.79,34.49,Rack,Flat Plate,0.992,1.956,1,0.190043226,,4/2/2018
Jinko Solar Co._ Ltd,JKM310PP-72B,310 W Polycrystalline Module,UL 1703,310,280.8,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.96,45.9,8.38,37,46.1,-0.432,0.057,-0.339,0.003,-0.469,1.59,36.1,6.67,33.7,Rack,Flat Plate,0.992,1.956,1,0.185158065,,4/2/2018
Jinko Solar Co._ Ltd,JKM310PP-72-J4,310 W Polycrystalline Module,UL 1703,310,284,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.835,72,1,N,8.96,45.9,8.38,37,45.1,-0.41,0.0623,-0.306,0.0052,-0.414,1.71,44.12,6.93,41.49,Rack,Flat Plate,0.954,1.924,1,0.243235344,,4/2/2018
Jinko Solar Co._ Ltd,JKM310PP-72-V,310 W Polycrystalline Module,UL 1703,310,283.5,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.835,72,1,N,8.96,45.9,8.38,37,45.3,-0.413,0.0609,-0.316,0.0137,-0.425,1.73,43.6,7.01,40.87,Rack,Flat Plate,0.954,1.924,1,0.243644926,,4/2/2018
Jinko Solar Co._ Ltd,JKMS310M-60BL-EP,310W_ Monocrystalline ACPV_ black substrate_ 1000V max system Vdc. DC Module: JKM310M-60BL. Microinverter: IQ7-60-ACM-US.,UL 1741,310,286.4,This component is specific to ACPV and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,9.92,40.5,9.4,33,45.4,-0.383,0.058,-0.297,,,1.84,31.86,7.56,30,,,,,,,7/15/2019,
Jinko Solar Co._ Ltd,JKMS310M-60BL-EP-Q,310 W_ Monocrystalline ACPV_ black substrate_ 1000V max system Vdc. DC Module: JKM310M-60BL-Q. Microinverter: IQ7-60-x-ACM-US.,UL 1741,310,286.7,This component is specific to ACPV and is not available as an individual unit.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,10.15,40.5,9.4,33,45.4,-0.377,0.053,-0.277,,,1.86,32.38,7.4,30.7,,,,,,,2/11/2020,
Jinko Solar Co._ Ltd,JKMS310M-60BL-MX3,310 W_ 60 cell monocrystalline module with DC optimizer junction box_ black backsheet_ 1000V max system Vdc,UL 1741,310,286.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,9.92,40.5,9.4,33,45.4,-0.383,0.058,-0.297,,,1.84,31.86,7.56,30,,,,,,,9/16/2019,
Jinko Solar Co._ Ltd,JKMS310M-60BL-TI,310 W_ 60 cell monocrystalline module with rapid shutdown device_ black substrate_ 1000V max system Vdc,UL 1741,310,286.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,9.92,40.5,9.4,33,45.4,-0.383,0.058,-0.297,,,1.84,31.86,7.56,30,,,,,,,9/3/2019,
Jinko Solar Co._ Ltd,JKMS310M-60HBL-MX3,310 W_ 120 half cut cell monocrystalline module with DC optimizer junction box_ black substrate_ 1000V max system Vdc,UL 1741,310,284.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.62,20,6,N,9.92,40.5,9.4,33,45.5,-0.407,0.05,-0.317,,,1.85,31.57,7.5,30.1,,,,,,,9/16/2019,
Jinko Solar Co._ Ltd,JKMS310M-60HBL-MX3-Q,310 W_ 120 half cut cell monocrystalline module with DC optimizer junction box_ black substrate_ 1000V max system Vdc,UL 1741,310,283.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,20,6,N,10.15,40.5,9.4,33,45.4,-0.424,0.049,-0.316,,,1.85,31.76,7.32,31.1,,,,,,,2/21/2020,
Jinko Solar Co._ Ltd,JKMS310M-60HBL-TI,310 W_ 120 half cell monocrystalline module with rapid shutdown device_ black substrate_ 1000V max system Vdc,UL 1741,310,284.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.62,20,6,N,9.92,40.5,9.4,33,45.5,-0.407,0.05,-0.317,,,1.85,31.57,7.5,30.1,,,,,,,9/3/2019,
Jinko Solar Co._ Ltd,JKMS310M-60HBL-TI-Q,310 W_ 120 half cell monocrystalline module with rapid shutdown junction box_ black substrate_ 1000V max system Vdc,UL 1741,310,283.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,20,6,N,10.15,40.5,9.4,33,45.4,-0.424,0.049,-0.316,,,1.85,31.76,7.32,31.1,,,,,,,2/21/2020,
Jinko Solar Co._ Ltd,JKMS310M-60L-EP,310W_ Monocrystalline ACPV_ white substrate_ 1000V max system Vdc. DC Module: JKM310M-60L. Microinverter: IQ7-60-ACM-US.,UL 1741,310,285,This component is specific to ACPV and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,9.92,40.5,9.4,33,45.3,-0.408,0.062,-0.314,,,1.83,32.22,7.69,30.1,,,,,,,7/15/2019,
Jinko Solar Co._ Ltd,JKMS310M-60L-EP-Q,310 W_ Monocrystalline ACPV_ white substrate_ 1000V max system Vdc. DC Module: JKM310M-60L-Q. Microinverter: IQ7-60-x-ACM-US.,UL 1741,310,286.9,This component is specific to ACPV and is not available as an individual unit.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,10.15,40.5,9.4,33,45.3,-0.376,0.046,-0.299,,,1.87,32.14,7.42,30.7,,,,,,,2/11/2020,
Jinko Solar Co._ Ltd,JKMS310M-60L-MX3,310 W_ 60 cell monocrystalline module with DC optimizer junction box_ white substrate_ 1000V max system Vdc,UL 1741,310,285,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,9.92,40.5,9.4,33,45.3,-0.408,0.062,-0.314,,,1.83,32.22,7.69,30.1,,,,,,,9/16/2019,
Jinko Solar Co._ Ltd,JKMS310M-60L-TI,310 W_ 60 cell monocrystalline module with rapid shutdown device_ white substrate_ 1000V max system Vdc,UL 1741,310,285,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,9.92,40.5,9.4,33,45.3,-0.408,0.062,-0.314,,,1.83,32.22,7.69,30.1,,,,,,,9/3/2019,
Jinko Solar Co._ Ltd,JKMS310M-72,310 W Monocrystalline Module with MX_ SE or TG smart junction box,UL 1703,310,280.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,8.8,45.9,8.29,37.4,45.6,-0.441,0.059,-0.342,0.007,-0.458,1.62,37.1,6.78,34.38,Rack,Flat Plate,0.992,1.956,1,0.193877419,,4/2/2018
Jinko Solar Co._ Ltd,JKMS310P-72,310 W Polycrystalline Module with MX_ SE or TG smart junction box,UL 1703,310,280.1,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,9.43,43.6,8.82,35.2,45.7,-0.45,0.042,-0.333,-0.009,-0.442,1.73,34.05,7.13,32.51,Rack,Flat Plate,0.992,1.956,1,0.190020968,,4/2/2018
Jinko Solar Co._ Ltd,JKMS310PP-72,310 W Polycrystalline Module with MX_ SE or TG smart junction box,UL 1703,310,280.1,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,9.43,43.6,8.82,35.2,45.7,-0.45,0.042,-0.333,-0.009,-0.442,1.73,34.05,7.13,32.51,Rack,Flat Plate,0.992,1.956,1,0.190020968,,4/2/2018
Jinko Solar Co._ Ltd,JKM315M-60,315 W_ 60 cell Monocrystalline module_ white substrate,UL 1703,315,291,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.58,60,,N,10.04,40.7,9.49,33.2,45.2,-0.391,0.064,-0.296,0.025,-0.414,1.78,32.4,7.63,29.8,,,,,,,6/15/2018,
Jinko Solar Co._ Ltd,JKM315M-60B,315 W_ 60 cell Monocrystalline module_ black substrate,UL 1703,315,289.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.58,60,,N,10.04,40.7,9.49,33.2,45.8,-0.405,0.066,-0.308,0.009,-0.413,1.78,31.95,7.51,29.9,,,,,,,6/15/2018,
Jinko Solar Co._ Ltd,JKM315M-60BL,315 W_ 60 cell monocrystalline module_ black substrate_ 1000V max system Vdc,UL 1703,315,291.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,,N,10.04,40.7,9.49,33.2,45.4,-0.383,0.058,-0.297,0.006,-0.388,1.86,32.05,7.63,30.2,,,,,,,10/1/2018,
Jinko Solar Co._ Ltd,JKM315M-60BL-Q,315 W_ 60 cell monocrystalline module_ black backsheet_ 1000V max system Vdc,UL 1703,315,291.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,10.23,40.7,9.49,33.2,45.4,-0.377,0.053,-0.277,,,1.88,32.57,7.47,30.9,,,,,,,1/21/2020,
Jinko Solar Co._ Ltd,JKM315M-60H,315 W Monocrystalline module_ white substrate_ 1000V max system Vdc,UL 1703,315,290.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,120,,N,10.04,40.7,9.49,33.2,45,-0.404,0.06,-0.338,0.005,-0.403,1.88,31.739,7.482,31.18,,,,,,,2/15/2018,4/2/2018
Jinko Solar Co._ Ltd,JKM315M-60HB,315 W Monocrystalline module_ black substrate_ 1000V max system Vdc,UL 1703,315,290.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,120,,N,10.04,40.7,9.49,33.2,45.3,-0.4,0.05,-0.324,0.009,-0.409,1.89,31.54,7.54,31,,,,,,,3/1/2018,4/2/2018
Jinko Solar Co._ Ltd,JKM315M-60HBL,315 W_ 120 half cell monocrystalline module_ black substrate_ 1000V max system Vdc,UL 1703,315,289.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.62,20,6,N,10.04,40.7,9.49,33.2,45.5,-0.407,0.05,-0.317,0.024,-0.428,1.86,31.76,7.57,30.3,,,,,,,11/15/2018,
Jinko Solar Co._ Ltd,JKM315M-60HBL-Q,315 W_ 120 half-cut cell monocrystalline module_ black backsheet_ 1000V max system Vdc,UL 1703,315,288.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,20,6,N,10.23,40,9.56,33,45.4,-0.424,0.049,-0.316,,,1.87,31.95,7.39,31.3,,,,,,,1/21/2020,7/21/2020
Jinko Solar Co._ Ltd,JKM315M-60HB-V,315 W Monocrystalline module_ black substrate_ 1500V max system Vdc,UL 1703,315,289.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,120,,N,10.04,40.7,9.49,33.2,45.3,-0.407,0.071,-0.343,0.015,-0.421,1.882856383,31.93135758,7.542530851,31.10236364,,,,,,,4/2/2018,
