Manufacturer,Model Number,Description,BIPV,Nameplate Pmax,PTC,Notes,Family,A_c,N_s,Technology,Nameplate Isc,Nameplate Voc,Nameplate Ipmax,Nameplate Vpmax,Average NOCT,gammaPmax,alphaIsc,betaVoc,alphaIpmax,betaVpmax,IPmax_low,VPmax_low,IPmax_NOCT,VPmax_NOCT,NREL Autosolver Date,NREL Autosolver Time,a_ref,I_L_ref,I_o_ref,R_s_ref,R_sh_ref,Adj,Mounting,N_p,Type,Short Side,Long Side,Geometric Multiplier,P2/Pref,CEC Listing Date,Last Update
ECO Future,ECO-220P54,220 W Polycrystalline Module,N,220,198.2,,Polycrystalline,1.47,54,Multi-c-Si,8.48,34.06,8.12,27.1,46.3,-0.4422,0.0875,-0.3781,-0.0216,-0.4259,1.62,27.02,6.58,24.96,,,,,,,,,Rack,1,Flat Plate,0.992,1.482,1,0.198965455,,
ECO Future,ECO-220P60,220 W Polycrystalline Module,N,220,197.7,,Polycrystalline,1.637,60,Multi-c-Si,8.22,36.8,7.69,28.65,46.3,-0.4422,0.0875,-0.3781,-0.0216,-0.4259,1.56,28.41,6.29,26.02,,,,,,,,,Rack,1,Flat Plate,0.992,1.65,1,0.201452727,,
ECO Future,ECO-230C54,230 W Monocrystalline Module,N,230,208.3,,Monocrystalline,1.47,54,Mono-c-Si,8.56,33.45,8.12,28.36,46,-0.4308,0.0702,-0.3957,0.0025,-0.4336,1.71,26.95,6.58,26.11,,,,,,,,,Rack,1,Flat Plate,0.992,1.482,1,0.200367391,,
ECO Future,ECO-230C60,230 W Monocrystalline Module,N,230,207.8,,Monocrystalline,1.637,60,Mono-c-Si,8.3,37,7.74,29.76,46,-0.4308,0.0702,-0.3957,0.0025,-0.4336,1.54,29.7,6.23,26.95,,,,,,,,,Rack,1,Flat Plate,0.992,1.65,1,0.19886087,,
ECO Future,ECO-230P60,230 W Polycrystalline Module,N,230,206.9,,Polycrystalline,1.637,60,Multi-c-Si,8.29,37.2,7.87,29.28,46.3,-0.4422,0.0875,-0.3781,-0.0216,-0.4259,1.6,29.03,6.44,26.59,,,,,,,,,Rack,1,Flat Plate,0.992,1.65,1,0.201947826,,
ECO Future,ECO-240C60,240 W Monocrystalline Module,N,240,217,,Monocrystalline,1.637,60,Mono-c-Si,8.35,37.76,7.92,30.34,46,-0.4308,0.0702,-0.3957,0.0025,-0.4336,1.58,30.28,6.38,27.48,,,,,,,,,Rack,1,Flat Plate,0.992,1.65,1,0.199343333,,
ECO Future,ECO-240P60,240 W Polycrystalline Module,N,240,216.1,,Polycrystalline,1.637,60,Multi-c-Si,8.38,37.7,7.96,30.2,46.3,-0.4422,0.0875,-0.3781,-0.0216,-0.4259,1.61,29.95,6.51,27.43,,,,,,,,,Rack,1,Flat Plate,0.992,1.65,1,0.200914583,,
ECO Future,ECO-250C60,250 W Monocrystalline Module,N,250,226.3,,Monocrystalline,1.637,60,Mono-c-Si,8.4,37.85,8.03,31.17,46,-0.4308,0.0702,-0.3957,0.0025,-0.4336,1.6,31.11,6.46,28.23,,,,,,,,,Rack,1,Flat Plate,0.992,1.65,1,0.199104,,
ECO Future,ECO-270P72,270 W Polycrystalline Module,N,270,242.8,,Polycrystalline,1.94,72,Multi-c-Si,8.31,44.49,7.78,34.74,46.3,-0.4422,0.0875,-0.3781,-0.0216,-0.4259,1.59,34.28,6.33,32.21,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.201871111,,
ECO Future,ECO-280C72,280 W Monocrystalline Module,N,280,253.1,,Monocrystalline,1.94,72,Mono-c-Si,8.26,44.31,7.79,35.95,46,-0.4308,0.0702,-0.3957,0.0025,-0.4336,1.57,35.73,6.36,32.85,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.200343214,,
ECO Future,ECO-280P72,280 W Polycrystalline Module,N,280,252,,Polycrystalline,1.94,72,Multi-c-Si,8.45,44.75,7.94,35.28,46.3,-0.4422,0.0875,-0.3781,-0.0216,-0.4259,1.62,34.81,6.46,32.71,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.201400714,,
ECO Future,ECO-290C72,290 W Monocrystalline Module,N,290,262.4,,Monocrystalline,1.94,72,Mono-c-Si,8.42,44.49,7.92,36.65,46,-0.4308,0.0702,-0.3957,0.0025,-0.4336,1.6,36.43,6.47,33.49,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.200993103,,
ECO Future,ECO-290P72,290 W Polycrystalline Module,N,290,261.3,,Polycrystalline,1.94,72,Multi-c-Si,8.55,45.2,8.12,35.75,46.3,-0.4422,0.0875,-0.3781,-0.0216,-0.4259,1.66,35.28,6.61,33.14,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.201947586,,
ECO Future,ECO-300C72,300 W Monocrystalline Module,N,300,271.7,,Monocrystalline,1.94,72,Mono-c-Si,8.56,44.62,7.98,37.62,46,-0.4308,0.0702,-0.3957,0.0025,-0.4336,1.61,37.39,6.52,34.37,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.200659667,,
Econess Energy,EN125M-72-185,185 W Monocrystalline Module,N,185,166.1,,Monocrystalline,1.277,72,Mono-c-Si,5.43,45,5.09,36.4,47.2,-0.4353,0.0691,-0.3947,0.0114,-0.4465,1.04,35.89,4.18,32.5,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.201177252,,
Econess Energy,EN125M-72-190,190 W Monocrystalline Module,N,190,170.7,,Monocrystalline,1.277,72,Mono-c-Si,5.56,45.2,5.19,36.6,47.2,-0.4353,0.0691,-0.3947,0.0114,-0.4465,1.06,36.09,4.26,32.68,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.200828931,,
Econess Energy,EN125M-72-195,195 W Monocrystalline Module,N,195,175.3,,Monocrystalline,1.277,72,Mono-c-Si,5.67,45.4,5.3,36.8,47.2,-0.4353,0.0691,-0.3947,0.0114,-0.4465,1.08,36.29,4.36,32.86,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.20091877,,
Econess Energy,EN125M-72-200,200 W Monocrystalline Module,N,200,179.9,,Monocrystalline,1.277,72,Mono-c-Si,5.8,45.6,5.42,36.9,47.2,-0.4353,0.0691,-0.3947,0.0114,-0.4465,1.1,36.39,4.45,32.94,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.200875555,,
Econess Energy,EN156M-60-235,235 W Monocrystalline Module,N,235,210.8,,Monocrystalline,1.627,60,Mono-c-Si,8.31,37.2,7.83,30,47.1,-0.4387,0.0727,-0.4145,-0.0183,-0.4236,1.64,29.12,6.35,27.42,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.203394805,,
Econess Energy,EN156P-60-235,235 W Polycrystalline Module,N,235,211,,Polycrystalline,1.627,60,Multi-c-Si,8.47,36.9,7.89,29.8,47,-0.4372,0.0881,-0.4364,0.026,-0.4599,1.59,29.7,6.5,27.17,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.200957264,,
Econess Energy,EN156M-60-240,240 W Monocrystalline Module,N,240,215.4,,Monocrystalline,1.627,60,Mono-c-Si,8.45,37.3,7.95,30.2,47.1,-0.4387,0.0727,-0.4145,-0.0183,-0.4236,1.67,29.31,6.45,27.61,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.203557698,,
Econess Energy,EN156P-60-240,240 W Polycrystalline Module,N,240,215.6,,Polycrystalline,1.627,60,Multi-c-Si,8.56,37.3,8.01,30,47,-0.4372,0.0881,-0.4364,0.026,-0.4599,1.61,29.9,6.6,27.35,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.201104058,,
Econess Energy,EN125M-96-245,245 W Monocrystalline Module,N,245,220,,Monocrystalline,1.681,72,Mono-c-Si,5.5,59.7,4.99,49.1,47.3,-0.4329,0.0637,-0.385,0.0057,-0.4384,1.04,47.41,4.12,43.67,,,,,,,,,Rack,1,Flat Plate,1.064,1.58,1,0.200778657,,
Econess Energy,EN156M-60-245,245 W Monocrystalline Module,N,245,220.1,,Monocrystalline,1.627,60,Mono-c-Si,8.58,37.4,8.06,30.4,47.1,-0.4387,0.0727,-0.4145,-0.0183,-0.4236,1.69,29.51,6.54,27.79,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.203501325,,
Econess Energy,EN156P-60-245,245 W Polycrystalline Module,N,245,220.3,,Polycrystalline,1.627,60,Multi-c-Si,8.69,37.4,8.12,30.2,47,-0.4372,0.0881,-0.4364,0.026,-0.4599,1.64,30.1,6.69,27.53,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.201036629,,
Econess Energy,EN125M-96-250,250 W Monocrystalline Module,N,250,224.6,,Monocrystalline,1.681,96,Mono-c-Si,5.61,59.9,5.05,49.5,47.3,-0.4329,0.0637,-0.385,0.0057,-0.4384,1.05,47.79,4.17,44.02,,,,,,,,,Rack,1,Flat Plate,1.064,1.58,1,0.200751204,,
Econess Energy,EN156M-60-250,250 W Monocrystalline Module,N,250,224.7,,Monocrystalline,1.627,60,Mono-c-Si,8.7,37.6,8.17,30.6,47.1,-0.4387,0.0727,-0.4145,-0.0183,-0.4236,1.71,29.7,6.63,27.97,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.20348302,,
Econess Energy,EN156P-60-250,250 W Polycrystalline Module,N,250,224.9,,Polycrystalline,1.627,60,Multi-c-Si,8.81,37.6,8.23,30.4,47,-0.4372,0.0881,-0.4364,0.026,-0.4599,1.66,30.3,6.78,27.71,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.201007247,,
Econess Energy,EN125M-96-255,255 W Monocrystalline Module,N,255,229.2,,Monocrystalline,1.681,96,Mono-c-Si,5.66,60.5,5.1,50,47.3,-0.4329,0.0637,-0.385,0.0057,-0.4384,1.06,48.28,4.21,44.47,,,,,,,,,Rack,1,Flat Plate,1.064,1.58,1,0.200771281,,
Econess Energy,EN125M-96-260,260 W Monocrystalline Module,N,260,233.8,,Monocrystalline,1.681,96,Mono-c-Si,5.72,61.1,5.15,50.5,47.3,-0.4329,0.0637,-0.385,0.0057,-0.4384,1.07,48.76,4.25,44.91,,,,,,,,,Rack,1,Flat Plate,1.064,1.58,1,0.200829196,,
Econess Energy,EN125M-96-265,265 W Monocrystalline Module,N,265,238.4,,Monocrystalline,1.681,96,Mono-c-Si,5.77,61.7,5.2,51,47.3,-0.4329,0.0637,-0.385,0.0057,-0.4384,1.08,49.24,4.29,45.36,,,,,,,,,Rack,1,Flat Plate,1.064,1.58,1,0.200922807,,
Econess Energy,EN156M-72-280,280 W Monocrystalline Module,N,280,250.9,,Monocrystalline,1.94,72,Mono-c-Si,8.39,45.4,7.71,36.3,47.3,-0.4393,0.0761,-0.4345,0.0471,-0.4709,1.55,36,6.27,33.01,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.198865591,,
Econess Energy,EN156P-72-280,280 W Polycrystalline Module,N,280,253.5,,Polycrystalline,1.94,72,Multi-c-Si,8.81,44.5,7.89,35.5,45.6,-0.4321,0.0922,-0.4405,0.0287,-0.4578,1.59,35,6.46,33.01,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.19888377,,
Econess Energy,EN156M-72-285,285 W Monocrystalline Module,N,285,255.5,,Monocrystalline,1.94,72,Mono-c-Si,8.41,45.5,7.74,36.8,47.3,-0.4393,0.0761,-0.4345,0.0471,-0.4709,1.55,36.49,6.3,33.46,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.198838552,,
Econess Energy,EN156P-72-285,285 W Polycrystalline Module,N,285,258.2,,Polycrystalline,1.94,72,Multi-c-Si,8.85,44.7,7.92,36,45.6,-0.4321,0.0922,-0.4405,0.0287,-0.4578,1.6,35.49,6.48,33.48,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.198900026,,
Econess Energy,EN156M-72-290,290 W Monocrystalline Module,N,290,260.1,,Monocrystalline,1.94,72,Mono-c-Si,8.5,45.7,7.79,37.2,47.3,-0.4393,0.0761,-0.4345,0.0471,-0.4709,1.56,36.89,6.34,33.83,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.198810388,,
Econess Energy,EN156P-72-290,290 W Polycrystalline Module,N,290,262.8,,Polycrystalline,1.94,72,Multi-c-Si,8.89,44.9,7.97,36.4,45.6,-0.4321,0.0922,-0.4405,0.0287,-0.4578,1.61,35.89,6.52,33.85,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.198890356,,
Econess Energy,EN156M-72-295,295 W Monocrystalline Module,N,295,264.7,,Monocrystalline,1.94,72,Mono-c-Si,8.59,46,7.85,37.6,47.3,-0.4393,0.0761,-0.4345,0.0471,-0.4709,1.57,37.29,6.39,34.19,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.19906374,,
Econess Energy,EN156P-72-295,295 W Polycrystalline Module,N,295,267.5,,Polycrystalline,1.94,72,Multi-c-Si,8.95,45.2,8.02,36.8,45.6,-0.4321,0.0922,-0.4405,0.0287,-0.4578,1.62,36.28,6.56,34.22,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.198907972,,
Econess Energy,EN156M-72-300,300 W Monocrystalline Module,N,300,269.3,,Monocrystalline,1.94,72,Mono-c-Si,8.67,46.4,7.9,38,47.3,-0.4393,0.0761,-0.4345,0.0471,-0.4709,1.58,37.68,6.43,34.55,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.199088469,,
Econess Energy,EN156P-72-300,300 W Polycrystalline Module,N,300,272.1,,Polycrystalline,1.94,72,Multi-c-Si,8.98,45.4,8.07,37.2,45.6,-0.4321,0.0922,-0.4405,0.0287,-0.4578,1.63,36.67,6.6,34.59,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.198951509,,
Ecosol PV Tech,ECS195P-54,195 W Polycrystalline Module,N,195,169.3,,Polycrystalline,1.445,54,Multi-c-Si,8.21,33,7.39,26.4,47.8,-0.537415,0.055333,-0.379146,0.281944,-0.512899,1.55,26.34,5.84,23.68,,,,,,,,,Rack,1,Flat Plate,0.98,1.474,1,0.210017344,,
Ecosol PV Tech,ECS200P-54,200 W Polycrystalline Module,N,200,173.8,,Polycrystalline,1.445,54,Multi-c-Si,8.37,33.2,7.52,26.6,47.8,-0.537415,0.055333,-0.379146,0.281944,-0.512899,1.58,26.54,5.94,23.85,,,,,,,,,Rack,1,Flat Plate,0.98,1.474,1,0.209947588,,
Ecosol PV Tech,ECS205P-54,205 W Polycrystalline Module,N,205,178.3,,Polycrystalline,1.445,54,Multi-c-Si,8.52,33.4,7.65,26.8,47.8,-0.537415,0.055333,-0.379146,0.281944,-0.512899,1.61,26.74,6.05,24.03,,,,,,,,,Rack,1,Flat Plate,0.98,1.474,1,0.209934481,,
Ecosol PV Tech,ECS220P-60,220 W Polycrystalline Module,N,220,189.8,,Polycrystalline,1.597,60,Multi-c-Si,8.3,36.8,7.46,29.5,48.1,-0.55536,0.056838,-0.391058,0.30888,-0.543599,1.48,30.56,5.98,26.26,,,,,,,,,Rack,1,Flat Plate,0.98,1.63,1,0.205307845,,
Ecosol PV Tech,ECS225P-60,225 W Polycrystalline Module,N,225,194.2,,Polycrystalline,1.597,60,Multi-c-Si,8.46,37,7.58,29.7,48.1,-0.55536,0.056838,-0.391058,0.30888,-0.543599,1.5,30.77,6.08,26.44,,,,,,,,,Rack,1,Flat Plate,0.98,1.63,1,0.205357477,,
Ecosol PV Tech,ECS230P-60,230 W Polycrystalline Module,N,230,198.7,,Polycrystalline,1.597,60,Multi-c-Si,8.24,37.2,7.9,29.9,48.1,-0.55536,0.056838,-0.391058,0.30888,-0.543599,1.57,30.98,6.33,26.62,,,,,,,,,Rack,1,Flat Plate,0.98,1.63,1,0.21078409,,
EcoSolargy,TWES-(155)72M,155 W Monocrystalline Module,N,155,135.1,,Monocrystalline,1.277,72,Mono-c-Si,5.03,41.4,4.49,34.5,47.8,-0.513088,0.057528,-0.401219,0.00863,-0.524315,0.87,34.95,3.55,30.13,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.19726018,,
EcoSolargy,ECO160A125M-72,160 W Monocrystalline Module,N,160,138.3,,Monocrystalline,1.277,72,Mono-c-Si,5.1,42.8,4.65,34.6,49.9,-0.4987,0.0037,-0.3642,-0.0224,-0.4787,0.93,32.36,3.57,30.51,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.18768335,,
EcoSolargy,TWES-(160)72M,160 W Monocrystalline Module,N,160,139.5,,Monocrystalline,1.277,72,Mono-c-Si,5.12,42,4.57,35,47.8,-0.513088,0.057528,-0.401219,0.00863,-0.524315,0.89,35.46,3.61,30.57,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.197319474,,
EcoSolargy,ECO165A125M-72,165 W Monocrystalline Module,N,165,142.8,,Monocrystalline,1.277,72,Mono-c-Si,5.07,43.2,4.75,34.8,49.9,-0.4987,0.0037,-0.3642,-0.0224,-0.4787,0.95,32.55,3.65,30.68,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.186984491,,
EcoSolargy,SDM-170/(165)-72M,165 W Monocrystalline Module,N,165,145.3,,Monocrystalline,1.277,72,Mono-c-Si,5.2,43.2,4.65,35.6,45.4,-0.538545,0.04381,-0.399144,-0.047189,-0.494137,0.9,33.54,3.61,31.6,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.183930836,,
EcoSolargy,TWES-(165)72M,165 W Monocrystalline Module,N,165,144,,Monocrystalline,1.277,72,Mono-c-Si,5.28,42,4.71,35,47.8,-0.513088,0.057528,-0.401219,0.00863,-0.524315,0.92,35.46,3.72,30.57,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.197201718,,
EcoSolargy,ECO170A125M-72,170 W Monocrystalline Module,N,170,146.1,,Monocrystalline,1.277,72,Mono-c-Si,5.14,43.6,4.83,35.2,49.9,-0.5247,0.0319,-0.3628,-0.035,-0.4927,1.07,33.36,3.68,30.84,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.209090706,,
EcoSolargy,SDM-170/(170)-72M,170 W Monocrystalline Module,N,170,149.8,,Monocrystalline,1.277,72,Mono-c-Si,5.25,43.6,4.76,35.8,45.4,-0.538545,0.04381,-0.399144,-0.047189,-0.494137,0.93,33.72,3.7,31.78,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.183770838,,
EcoSolargy,TWES-(170)72M,170 W Monocrystalline Module,N,170,148.5,,Monocrystalline,1.277,72,Mono-c-Si,5.36,42.6,4.79,35.5,47.8,-0.513088,0.057528,-0.401219,0.00863,-0.524315,0.93,35.97,3.79,31.01,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.197433403,,
EcoSolargy,ECO175A125M-72,175 W Monocrystalline Module,N,175,150.5,,Monocrystalline,1.277,72,Mono-c-Si,5.21,43.8,4.91,35.8,49.9,-0.5247,0.0319,-0.3628,-0.035,-0.4927,1.08,33.93,3.75,31.36,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.210000499,,
EcoSolargy,SDM-170/(175)-72M,175 W Monocrystalline Module,N,175,154.3,,Monocrystalline,1.277,72,Mono-c-Si,5.3,43.9,4.85,36.2,45.4,-0.538545,0.04381,-0.399144,-0.047189,-0.494137,0.95,37.08,3.87,32.35,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.201139442,,
EcoSolargy,TWES-(175)72M,175 W Monocrystalline Module,N,175,153,,Monocrystalline,1.277,72,Mono-c-Si,5.52,42.6,4.93,35.5,47.8,-0.513088,0.057528,-0.401219,0.00863,-0.524315,0.96,35.97,3.9,31.01,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.197398074,,
EcoSolargy,ECO180A125M-72,180 W Monocrystalline Module,N,180,155,,Monocrystalline,1.277,72,Mono-c-Si,5.3,44.2,5,36.1,49.9,-0.5247,0.0319,-0.3628,-0.035,-0.4927,1.1,34.21,3.81,31.62,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.209651782,,
EcoSolargy,SDM-170/(180)-72M,180 W Monocrystalline Module,N,180,158.9,,Monocrystalline,1.277,72,Mono-c-Si,5.35,44.2,4.9,36.8,45.4,-0.538545,0.04381,-0.399144,-0.047189,-0.494137,0.96,37.69,3.91,32.89,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.200842849,,
EcoSolargy,TWES-(180)72M,180 W Monocrystalline Module,N,180,157.5,,Monocrystalline,1.277,72,Mono-c-Si,5.6,43.2,5,36,47.8,-0.513088,0.057528,-0.401219,0.00863,-0.524315,1,36.53,4,31.91,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.203717572,,
EcoSolargy,ECO185A125M-72,185 W Monocrystalline Module,N,185,165.9,,Monocrystalline,1.277,72,Mono-c-Si,5.43,45.04,5.13,36.08,45.8,-0.4669,0.0823,-0.403,-0.0389,-0.4352,1.06,34.57,4.15,33.02,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.197660215,,
EcoSolargy,ECO185S156P-54,185 W Polycrystalline Module,N,185,163.5,,Polycrystalline,1.457,54,Multi-c-Si,7.89,32.2,7.35,25.2,48.3,-0.457,0.125,-0.349,0.044,-0.497,1.51,25.21,6.11,22.12,,,,,,,,,Rack,1,Flat Plate,0.99,1.472,1,0.205587531,,
EcoSolargy,SDM-170/(185)-72M,185 W Monocrystalline Module,N,185,163.4,,Monocrystalline,1.277,72,Mono-c-Si,5.4,44.5,4.95,37.5,45.4,-0.538545,0.04381,-0.399144,-0.047189,-0.494137,0.97,38.41,3.95,33.51,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.201163748,,
EcoSolargy,ECO190A125M-72,190 W Monocrystalline Module,N,190,170.6,,Monocrystalline,1.277,72,Mono-c-Si,5.51,45.23,5.21,36.5,45.8,-0.4669,0.0823,-0.403,-0.0389,-0.4352,1.07,34.98,4.21,33.4,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.197735244,,
EcoSolargy,ECO190S156P-54,190 W Polycrystalline Module,N,190,168.1,,Polycrystalline,1.457,54,Multi-c-Si,7.95,32.5,7.42,25.6,48.3,-0.457,0.125,-0.349,0.044,-0.497,1.52,25.61,6.17,22.47,,,,,,,,,Rack,1,Flat Plate,0.99,1.472,1,0.205291463,,
EcoSolargy,ECO195A125M-72,195 W Monocrystalline Module,N,195,175.2,,Monocrystalline,1.277,72,Mono-c-Si,5.62,45.44,5.28,36.94,45.8,-0.4669,0.0823,-0.403,-0.0389,-0.4352,1.05,36.98,4.39,33.14,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.199427002,,
EcoSolargy,ECO195S156P-54,195 W Polycrystalline Module,N,195,172.6,,Polycrystalline,1.457,54,Multi-c-Si,8.06,32.8,7.5,26,48.3,-0.457,0.125,-0.349,0.044,-0.497,1.54,26.01,6.24,22.82,,,,,,,,,Rack,1,Flat Plate,0.99,1.472,1,0.205343339,,
EcoSolargy,ECO200A125M-72,200 W Monocrystalline Module,N,200,179.8,,Monocrystalline,1.277,72,Mono-c-Si,5.65,45.87,5.35,37.39,45.8,-0.4669,0.0823,-0.403,-0.0389,-0.4352,1.07,37.43,4.44,33.55,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.199419219,,
EcoSolargy,ECO200S156P-54,200 W Polycrystalline Module,N,200,176.1,,Polycrystalline,1.457,54,Multi-c-Si,8.13,33.2,7.59,26.4,47,-0.507,0.117,-0.395,0.145,-0.623,1.59,25.45,6.31,23.11,,,,,,,,,Rack,1,Flat Plate,0.99,1.472,1,0.202509449,,
EcoSolargy,ECO200S156P-60,200 W Polycrystalline Module,N,200,180.1,,Polycrystalline,1.614,60,Multi-c-Si,7.8,35.6,7.27,27.5,45.5,-0.443,0.136,-0.372,0.182,-0.596,1.7,25.66,6.39,23.52,,,,,,,,,Rack,1,Flat Plate,0.99,1.63,1,0.218589561,,
EcoSolargy,TWES-(200)60P,200 W Polycrystalline Module,N,200,173.4,,Polycrystalline,1.645,60,Multi-c-Si,7.72,36.4,7.06,28.29,47.2,-0.544395,0.051045,-0.377826,0.027581,-0.559235,1.53,28.59,5.6,25.43,,,,,,,,,Rack,1,Flat Plate,0.995,1.653,1,0.218645797,,
EcoSolargy,ECO205S156P-54,205 W Polycrystalline Module,N,205,180.6,,Polycrystalline,1.457,54,Multi-c-Si,8.2,33.4,7.68,26.7,47,-0.507,0.117,-0.395,0.145,-0.623,1.61,25.74,6.39,23.38,,,,,,,,,Rack,1,Flat Plate,0.99,1.472,1,0.202184662,,
EcoSolargy,ECO205S156P-60,205 W Polycrystalline Module,N,205,184.7,,Polycrystalline,1.614,60,Multi-c-Si,7.89,35.8,7.35,27.9,45.5,-0.443,0.136,-0.372,0.182,-0.596,1.72,26.03,6.46,23.86,,,,,,,,,Rack,1,Flat Plate,0.99,1.63,1,0.218740897,,
EcoSolargy,TWES-(205)60P,205 W Polycrystalline Module,N,205,177.9,,Polycrystalline,1.645,60,Multi-c-Si,7.9,36.42,7.23,28.35,47.2,-0.544395,0.051045,-0.377826,0.027581,-0.559235,1.57,28.65,5.74,25.48,,,,,,,,,Rack,1,Flat Plate,0.995,1.653,1,0.218912711,,
EcoSolargy,ECO210S156P-54,210 W Polycrystalline Module,N,210,185.3,,Polycrystalline,1.457,54,Multi-c-Si,8.28,33.6,7.76,27.1,47,-0.503,0.059,-0.372,0.117,-0.6,1.73,26.67,6.66,23.39,,,,,,,,,Rack,1,Flat Plate,0.99,1.472,1,0.219978644,,
EcoSolargy,ECO210S156P-60,210 W Polycrystalline Module,N,210,189.3,,Polycrystalline,1.614,60,Multi-c-Si,7.99,36.1,7.42,28.3,45.5,-0.443,0.136,-0.372,0.182,-0.596,1.74,26.41,6.52,24.2,,,,,,,,,Rack,1,Flat Plate,0.99,1.63,1,0.218656985,,
EcoSolargy,TWES-(210)60P,210 W Polycrystalline Module,N,210,182.4,,Polycrystalline,1.645,60,Multi-c-Si,8.1,36.44,7.37,28.49,47.2,-0.544395,0.051045,-0.377826,0.027581,-0.559235,1.6,28.79,5.85,25.61,,,,,,,,,Rack,1,Flat Plate,0.995,1.653,1,0.218914295,,
EcoSolargy,ECO215S156P-54,215 W Polycrystalline Module,N,215,189.9,,Polycrystalline,1.457,54,Multi-c-Si,8.36,33.8,7.88,27.3,47,-0.503,0.059,-0.372,0.117,-0.6,1.76,26.86,6.77,23.56,,,,,,,,,Rack,1,Flat Plate,0.99,1.472,1,0.219795708,,
EcoSolargy,ECO215S156P-60,215 W Polycrystalline Module,N,215,193.9,,Polycrystalline,1.614,60,Multi-c-Si,8.04,36.5,7.47,28.8,45.5,-0.443,0.136,-0.372,0.182,-0.596,1.75,26.87,6.57,24.63,,,,,,,,,Rack,1,Flat Plate,0.99,1.63,1,0.218809885,,
EcoSolargy,TWES-(215)60P,215 W Polycrystalline Module,N,215,186.8,,Polycrystalline,1.645,60,Multi-c-Si,8.27,36.5,7.49,28.7,47.2,-0.544395,0.051045,-0.377826,0.027581,-0.559235,1.57,28.79,6.09,25.54,,,,,,,,,Rack,1,Flat Plate,0.995,1.653,1,0.209563181,,
EcoSolargy,ECO220S156P-54,220 W Polycrystalline Module,N,220,194.4,,Polycrystalline,1.457,54,Multi-c-Si,8.46,33.9,7.97,27.6,47,-0.503,0.059,-0.372,0.117,-0.6,1.78,27.16,6.84,23.82,,,,,,,,,Rack,1,Flat Plate,0.99,1.472,1,0.219641057,,
EcoSolargy,ECO220S156P-60,220 W Polycrystalline Module,N,220,195.8,,Polycrystalline,1.614,60,Multi-c-Si,8.08,36.8,7.53,29.2,46.3,-0.481,0.076,-0.357,0.071,-0.541,1.61,29.65,6.13,26.44,,,,,,,,,Rack,1,Flat Plate,0.99,1.63,1,0.216995012,,
