Manufacturer,Model Number,Description,BIPV,Nameplate Pmax,PTC,Notes,Family,A_c,N_s,Technology,Nameplate Isc,Nameplate Voc,Nameplate Ipmax,Nameplate Vpmax,Average NOCT,gammaPmax,alphaIsc,betaVoc,alphaIpmax,betaVpmax,IPmax_low,VPmax_low,IPmax_NOCT,VPmax_NOCT,NREL Autosolver Date,NREL Autosolver Time,a_ref,I_L_ref,I_o_ref,R_s_ref,R_sh_ref,Adj,Mounting,N_p,Type,Short Side,Long Side,Geometric Multiplier,P2/Pref,CEC Listing Date,Last Update
DuCal Solar Technology LLC,DST285M-60,285 W_60 cell Monocrystalline Module_white backsheet,N,285,256.7,Multiple Listing of Bluesun Solar Energy Tech. Co._Ltd BSM285M-60,Monocrystalline,1.63,60,Mono-c-Si,9.49,39.3,8.95,31.9,46.6,-0.457,0.063,-0.354,0.029,-0.481,1.62,31.22,6.94,28.6,,,,,,,,,,,,,,,,5/1/2018,
DuCal Solar Technology LLC,DST290M-60,290 W_60 cell Monocrystalline Module_white backsheet,N,290,261.3,Multiple Listing of Bluesun Solar Energy Tech. Co._Ltd BSM290M-60,Monocrystalline,1.63,60,Mono-c-Si,9.56,39.5,9.06,32.1,46.6,-0.457,0.063,-0.354,0.029,-0.481,1.64,31.43,7.02,28.8,,,,,,,,,,,,,,,,5/1/2018,
DuCal Solar Technology LLC,DST295M-60,295 W_60 cell Monocrystalline Module_white backsheet,N,295,266,Multiple Listing of Bluesun Solar Energy Tech. Co._Ltd BSM295M-60,Monocrystalline,1.63,60,Mono-c-Si,9.72,39.6,9.14,32.3,46.6,-0.457,0.063,-0.354,0.029,-0.481,1.66,31.65,7.09,29,,,,,,,,,,,,,,,,5/1/2018,
DuCal Solar Technology LLC,DST300M-60,300 W_60 cell Monocrystalline Module_white backsheet,N,300,270.6,Multiple Listing of Bluesun Solar Energy Tech. Co._Ltd BSM300M-60,Monocrystalline,1.63,60,Mono-c-Si,9.84,39.8,9.23,32.5,46.6,-0.457,0.063,-0.354,0.029,-0.481,1.67,31.86,7.15,29.2,,,,,,,,,,,,,,,,5/1/2018,
DuCal Solar Technology LLC,DST305M-60,305 W_60 cell Monocrystalline Module_white backsheet,N,305,275.3,Multiple Listing of Bluesun Solar Energy Tech. Co._Ltd BSM305M-60,Monocrystalline,1.63,60,Mono-c-Si,9.96,40,9.32,32.7,46.6,-0.457,0.063,-0.354,0.029,-0.481,1.69,32.08,7.22,29.4,,,,,,,,,,,,,,,,5/1/2018,
DuraComm,DCS-6P-36-130,130 W Polycrystalline Module,N,130,114.7,,Polycrystalline,1.011,36,Multi-c-Si,8.42,21.69,7.92,16.41,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.56,16.23,6.46,14.65,,,,,,,,,Rack,1,Flat Plate,0.992,1.019,1,0.194230162,,
DuraComm,DCS-6P-36-135,135 W Polycrystalline Module,N,135,119.2,,Polycrystalline,1.011,36,Multi-c-Si,8.48,21.9,7.98,16.92,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.57,16.73,6.51,15.1,,,,,,,,,Rack,1,Flat Plate,0.992,1.019,1,0.194230162,,
DuraComm,DCS-6P-36-140,140 W Polycrystalline Module,N,140,123.7,,Polycrystalline,1.011,36,Multi-c-Si,8.53,22.15,8.03,17.43,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.59,17.39,6.45,15.83,,,,,,,,,Rack,1,Flat Plate,0.992,1.019,1,0.197468522,,
DuraComm,DCS-6P-36-145,145 W Polycrystalline Module,N,145,128.3,,Polycrystalline,1.011,36,Multi-c-Si,8.6,22.37,8.1,17.9,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.6,17.85,6.51,16.26,,,,,,,,,Rack,1,Flat Plate,0.992,1.019,1,0.197468522,,
DuraComm,DCS-6P-36-150,150 W Polycrystalline Module,N,150,132.8,,Polycrystalline,1.011,36,Multi-c-Si,8.63,22.51,8.13,18.45,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.61,18.4,6.53,16.76,,,,,,,,,Rack,1,Flat Plate,0.992,1.019,1,0.197468522,,
DuraComm,DCS-6P-48-175,175 W Polycrystalline Module,N,175,154.5,,Polycrystalline,1.325,48,Multi-c-Si,8.42,29.01,7.92,22.1,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.53,21.8,6.37,19.99,,,,,,,,,Rack,1,Flat Plate,0.992,1.336,1,0.191075172,,
DuraComm,DCS-6P-48-180,180 W Polycrystalline Module,N,180,159,,Polycrystalline,1.325,48,Multi-c-Si,8.48,29.2,7.98,22.56,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.55,22.25,6.41,20.41,,,,,,,,,Rack,1,Flat Plate,0.992,1.336,1,0.191075172,,
DuraComm,DCS-6P-48-185,185 W Polycrystalline Module,N,185,163.5,,Polycrystalline,1.325,48,Multi-c-Si,8.53,29.49,8.03,23.04,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.56,22.73,6.45,20.84,,,,,,,,,Rack,1,Flat Plate,0.992,1.336,1,0.191075172,,
DuraComm,DCS-6P-48-190,190 W Polycrystalline Module,N,190,168.1,,Polycrystalline,1.325,48,Multi-c-Si,8.57,29.73,8.07,23.54,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.58,23.59,6.52,21.09,,,,,,,,,Rack,1,Flat Plate,0.992,1.336,1,0.196729213,,
DuraComm,DCS-6P-48-195,195 W Polycrystalline Module,N,195,172.7,,Polycrystalline,1.325,48,Multi-c-Si,8.6,29.92,8.1,24.07,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.59,24.12,6.54,21.57,,,,,,,,,Rack,1,Flat Plate,0.992,1.336,1,0.196729213,,
DuraComm,DCS-6P-48-200,200 W Polycrystalline Module,N,200,177.2,,Polycrystalline,1.325,48,Multi-c-Si,8.63,30.12,8.13,24.6,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.6,24.65,6.56,22.04,,,,,,,,,Rack,1,Flat Plate,0.992,1.336,1,0.196729213,,
DuraComm,DCS-6P-54-200,200 W Polycrystalline Module,N,200,176.6,,Polycrystalline,1.483,54,Multi-c-Si,8.42,32.8,7.92,25.25,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.58,24.55,6.45,22.79,,,,,,,,,Rack,1,Flat Plate,0.992,1.495,1,0.193959657,,
DuraComm,DCS-6P-54-205,205 W Polycrystalline Module,N,205,181.2,,Polycrystalline,1.483,54,Multi-c-Si,8.47,33.01,7.97,25.72,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.59,25.01,6.49,23.21,,,,,,,,,Rack,1,Flat Plate,0.992,1.495,1,0.193959657,,
DuraComm,DCS-6P-54-210,210 W Polycrystalline Module,N,210,185.7,,Polycrystalline,1.483,54,Multi-c-Si,8.5,33.23,8,26.25,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.6,25.52,6.52,23.69,,,,,,,,,Rack,1,Flat Plate,0.992,1.495,1,0.193959657,,
DuraComm,DCS-6P-54-215,215 W Polycrystalline Module,N,215,190.3,,Polycrystalline,1.483,54,Multi-c-Si,8.52,33.44,8.02,26.81,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.59,26.47,6.42,24.63,,,,,,,,,Rack,1,Flat Plate,0.992,1.495,1,0.196271696,,
DuraComm,DCS-6P-54-220,220 W Polycrystalline Module,N,220,194.8,,Polycrystalline,1.483,54,Multi-c-Si,8.55,33.66,8.05,27.33,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.6,26.99,6.44,25.11,,,,,,,,,Rack,1,Flat Plate,0.992,1.495,1,0.196271696,,
DuraComm,DCS-6P-60-220,220 W Polycrystalline Module,N,220,197.6,,Polycrystalline,1.64,60,Multi-c-Si,8.46,36.26,7.96,27.64,45.9,-0.452,0.051,-0.331,-0.071,-0.389,1.56,27.32,6.29,25.7,,,,,,,,,Rack,1,Flat Plate,0.992,1.653,1,0.193976576,,
DuraComm,DCS-6P-54-225,225 W Polycrystalline Module,N,225,199.4,,Polycrystalline,1.483,54,Multi-c-Si,8.6,33.8,8.1,27.78,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.61,27.43,6.48,25.52,,,,,,,,,Rack,1,Flat Plate,0.992,1.495,1,0.196271696,,
DuraComm,DCS-6P-60-225,225 W Polycrystalline Module,N,225,202.2,,Polycrystalline,1.64,60,Multi-c-Si,8.48,36.4,7.98,28.2,45.9,-0.452,0.051,-0.331,-0.071,-0.389,1.57,27.87,6.3,26.22,,,,,,,,,Rack,1,Flat Plate,0.992,1.653,1,0.193976576,,
DuraComm,DCS-6P-54-230,230 W Polycrystalline Module,N,230,204,,Polycrystalline,1.483,54,Multi-c-Si,8.66,34.02,8.16,28.19,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.62,27.83,6.53,25.9,,,,,,,,,Rack,1,Flat Plate,0.992,1.495,1,0.196271696,,
DuraComm,DCS-6P-60-230,230 W Polycrystalline Module,N,230,206.8,,Polycrystalline,1.64,60,Multi-c-Si,8.5,36.68,8,28.75,45.9,-0.452,0.051,-0.331,-0.071,-0.389,1.57,28.42,6.32,26.73,,,,,,,,,Rack,1,Flat Plate,0.992,1.653,1,0.193976576,,
DuraComm,DCS-6P-60-235,235 W Polycrystalline Module,N,235,211.4,,Polycrystalline,1.64,60,Multi-c-Si,8.52,36.98,8.02,29.3,45.9,-0.452,0.051,-0.331,-0.071,-0.389,1.58,29.11,6.46,26.66,,,,,,,,,Rack,1,Flat Plate,0.992,1.653,1,0.195489517,,
DuraComm,DCS-6P-60-240,240 W Polycrystalline Module,N,240,216,,Polycrystalline,1.64,60,Multi-c-Si,8.55,37.16,8.05,29.81,45.9,-0.452,0.051,-0.331,-0.071,-0.389,1.58,29.61,6.49,27.13,,,,,,,,,Rack,1,Flat Plate,0.992,1.653,1,0.195489517,,
DuraComm,DCS-6P-60-245,245 W Polycrystalline Module,N,245,220.6,,Polycrystalline,1.64,60,Multi-c-Si,8.58,37.4,8.08,30.32,45.9,-0.452,0.051,-0.331,-0.071,-0.389,1.59,30.12,6.51,27.59,,,,,,,,,Rack,1,Flat Plate,0.992,1.653,1,0.195489517,,
DuraComm,DCS-6P-60-250,250 W Polycrystalline Module,N,250,225.3,,Polycrystalline,1.64,60,Multi-c-Si,8.61,37.65,8.11,30.83,45.9,-0.452,0.051,-0.331,-0.071,-0.389,1.6,30.62,6.53,28.05,,,,,,,,,Rack,1,Flat Plate,0.992,1.653,1,0.195489517,,
DuraComm,DCS-6P-60-255,255 W Polycrystalline Module,N,255,226.2,,Polycrystalline,1.64,60,Multi-c-Si,8.66,37.9,8.16,31.25,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.61,31.04,6.57,28.44,,,,,,,,,Rack,1,Flat Plate,0.992,1.653,1,0.195489517,,
DuraComm,DCS-6P-72-265,265 W Polycrystalline Module,N,265,234.1,,Polycrystalline,1.944,72,Multi-c-Si,8.05,43.5,7.47,35.48,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.47,34.79,5.96,32.97,,,,,,,,,Rack,1,Flat Plate,0.992,1.96,1,0.192982653,,
DuraComm,DCS-6P-72-270,270 W Polycrystalline Module,N,270,238.6,,Polycrystalline,1.944,72,Multi-c-Si,8.09,43.85,7.59,35.55,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.49,34.86,6.06,33.03,,,,,,,,,Rack,1,Flat Plate,0.992,1.96,1,0.192956731,,
DuraComm,DCS-6P-72-275,275 W Polycrystalline Module,N,275,243.2,,Polycrystalline,1.944,72,Multi-c-Si,8.2,44,7.7,35.7,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.52,35.01,6.15,33.17,,,,,,,,,Rack,1,Flat Plate,0.992,1.96,1,0.192956731,,
DuraComm,DCS-6P-72-280,280 W Polycrystalline Module,N,280,247.7,,Polycrystalline,1.944,72,Multi-c-Si,8.31,44.15,7.81,35.85,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.54,35.16,6.23,33.31,,,,,,,,,Rack,1,Flat Plate,0.992,1.96,1,0.192956731,,
DuraComm,DCS-6P-72-285,285 W Polycrystalline Module,N,285,252.3,,Polycrystalline,1.944,72,Multi-c-Si,8.41,44.32,7.91,36.02,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.53,35.44,6.33,32.3,,,,,,,,,Rack,1,Flat Plate,0.992,1.96,1,0.190764901,,
DuraComm,DCS-6P-72-290,290 W Polycrystalline Module,N,290,256.9,,Polycrystalline,1.944,72,Multi-c-Si,8.52,44.46,8.02,36.16,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.55,35.58,6.42,32.42,,,,,,,,,Rack,1,Flat Plate,0.992,1.96,1,0.190764901,,
DuraComm,DCS-6P-72-295,295 W Polycrystalline Module,N,295,261.4,,Polycrystalline,1.944,72,Multi-c-Si,8.58,44.68,8.1,36.38,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.57,35.8,6.48,32.62,,,,,,,,,Rack,1,Flat Plate,0.992,1.96,1,0.190556676,,
DuraComm,DCS-6P-72-300,300 W Polycrystalline Module,N,300,266,,Polycrystalline,1.944,72,Multi-c-Si,8.63,44.82,8.21,36.52,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.59,35.94,6.57,32.74,,,,,,,,,Rack,1,Flat Plate,0.992,1.96,1,0.190656292,,
DuraComm,DCS-6P-72-305,305 W Polycrystalline Module,N,305,270.6,,Polycrystalline,1.944,72,Multi-c-Si,8.66,44.96,8.27,36.85,46.7,-0.5,0.06,-0.36,0.01,-0.49,1.6,36.26,6.62,33.04,,,,,,,,,Rack,1,Flat Plate,0.992,1.96,1,0.190608223,,
E&H,EHS3-228,228W Monocrystalline Module,N,228,203.3,,Monocrystalline,1.597,60,Mono-c-Si,8.39,36.9,7.78,29.3,46.4,-0.4753,0.0422,-0.3481,-0.011,-0.4665,1.53,29.19,6.23,26.49,,,,,,,,,Rack,1,Flat Plate,0.98,1.63,1,0.196414419,,
E&H,EHS3-230,230 W Monocrystalline Module,N,230,205.2,,Monocrystalline,1.597,60,Mono-c-Si,8.44,37,7.8,29.5,46.4,-0.4753,0.0422,-0.3481,-0.011,-0.4665,1.54,29.39,6.25,26.67,,,,,,,,,Rack,1,Flat Plate,0.98,1.63,1,0.19653947,,
E&H,EHS3-233,233W Monocrystalline Module,N,233,207.9,,Monocrystalline,1.597,60,Mono-c-Si,8.48,37.1,7.85,29.7,46.4,-0.4753,0.0422,-0.3481,-0.011,-0.4665,1.55,29.59,6.29,26.85,,,,,,,,,Rack,1,Flat Plate,0.98,1.63,1,0.196576312,,
E&H,EHS3-235,235 W Monocrystalline Module,N,235,209.7,,Monocrystalline,1.597,60,Mono-c-Si,8.51,37.2,7.88,29.8,46.4,-0.4753,0.0422,-0.3481,-0.011,-0.4665,1.55,29.69,6.31,26.94,,,,,,,,,Rack,1,Flat Plate,0.98,1.63,1,0.196306923,,
E&H,EHS3-238,238W Monocrystalline Module,N,238,212.5,,Monocrystalline,1.597,60,Mono-c-Si,8.53,37.3,7.91,30.1,46.4,-0.4753,0.0422,-0.3481,-0.011,-0.4665,1.56,29.99,6.34,27.22,,,,,,,,,Rack,1,Flat Plate,0.98,1.63,1,0.19652917,,
E&H,EHS3-240,240 W Monocrystalline Module,N,240,214.3,,Monocrystalline,1.597,60,Mono-c-Si,8.54,37.4,7.93,30.3,46.4,-0.4753,0.0422,-0.3481,-0.011,-0.4665,1.56,30.19,6.35,27.4,,,,,,,,,Rack,1,Flat Plate,0.98,1.63,1,0.196682433,,
E&H,EHS3-243,243W Monocrystalline Module,N,243,217.1,,Monocrystalline,1.597,60,Mono-c-Si,8.56,37.5,7.97,30.5,46.4,-0.4753,0.0422,-0.3481,-0.011,-0.4665,1.57,30.39,6.39,27.58,,,,,,,,,Rack,1,Flat Plate,0.98,1.63,1,0.196522773,,
E&H,EHS3-245,245 W Monocrystalline Module,N,245,218.9,,Monocrystalline,1.597,60,Mono-c-Si,8.57,37.5,8.01,30.6,46.4,-0.4753,0.0422,-0.3481,-0.011,-0.4665,1.58,30.49,6.42,27.67,,,,,,,,,Rack,1,Flat Plate,0.98,1.63,1,0.196539051,,
E&H,EHS3-248,248W Monocrystalline Module,N,248,221.7,,Monocrystalline,1.597,60,Mono-c-Si,8.58,37.6,8.03,30.8,46.4,-0.4753,0.0422,-0.3481,-0.011,-0.4665,1.58,30.69,6.43,27.85,,,,,,,,,Rack,1,Flat Plate,0.98,1.63,1,0.195918559,,
E&H,EHS3-250,250 W Monocrystalline Module,N,250,223.5,,Monocrystalline,1.597,60,Mono-c-Si,8.59,37.6,8.09,30.9,46.4,-0.4753,0.0422,-0.3481,-0.011,-0.4665,1.6,30.78,6.48,27.94,,,,,,,,,Rack,1,Flat Plate,0.98,1.63,1,0.196439124,,
Eclipsall Energy,NRG60-230M-BK,230 W Monocrystalline Module_Black Backsheet_Black Frame,N,230,200.1,,Monocrystalline,1.641,60,Mono-c-Si,8.61,36.92,7.64,30.1,51.9,-0.453,0.043,-0.331,-0.003,-0.451,1.52,29.32,6.04,26.61,,,,,,,,,Rack,1,Flat Plate,0.991,1.656,1,0.193782675,,
Eclipsall Energy,NRG60-235M-BK,235 W Monocrystalline Module_Black Backsheet_Black Frame,N,235,204.6,,Monocrystalline,1.641,60,Mono-c-Si,8.65,36.94,7.79,30.15,51.9,-0.453,0.043,-0.331,-0.003,-0.451,1.55,29.37,6.16,26.66,,,,,,,,,Rack,1,Flat Plate,0.991,1.656,1,0.193704558,,
Eclipsall Energy,NRG60-240M,240 W Monocrystalline Module,N,240,212.7,,Monocrystalline,1.641,60,Mono-c-Si,8.71,36.97,7.97,30.2,48.9,-0.45,0.036,-0.345,0.035,-0.482,1.65,27.74,6.42,25.46,,,,,,,,,Rack,1,Flat Plate,0.991,1.656,1,0.190141508,,
Eclipsall Energy,NRG60-240M-BK,240 W Monocrystalline Module_Black Backsheet_Black Frame,N,240,209.1,,Monocrystalline,1.641,60,Mono-c-Si,8.71,36.97,7.97,30.2,51.9,-0.453,0.043,-0.331,-0.003,-0.451,1.59,29.42,6.3,26.7,,,,,,,,,Rack,1,Flat Plate,0.991,1.656,1,0.194373454,,
Eclipsall Energy,NRG60-240P,240 W Polycrystalline Module,N,240,215.3,,Polycrystalline,1.641,60,Multi-c-Si,8.53,37.33,8.07,29.73,46.1,-0.46146,0.06762,-0.3469,0.00472,-0.46609,1.53,29.35,6.16,25.98,,,,,,,,,Rack,1,Flat Plate,0.991,1.656,1,0.187306168,,
Eclipsall Energy,NRG60-245M,245 W Monocrystalline Module,N,245,217.3,,Monocrystalline,1.641,60,Mono-c-Si,8.76,37.18,8.12,30.26,48.9,-0.45,0.036,-0.345,0.035,-0.482,1.68,27.79,6.54,25.51,,,,,,,,,Rack,1,Flat Plate,0.991,1.656,1,0.19014363,,
Eclipsall Energy,NRG60-245M-BK,245 W Monocrystalline Module_Black Backsheet_Black Frame,N,245,213.6,,Monocrystalline,1.641,60,Mono-c-Si,8.76,37.18,8.12,30.26,51.9,-0.453,0.043,-0.331,-0.003,-0.451,1.62,29.47,6.42,26.75,,,,,,,,,Rack,1,Flat Plate,0.991,1.656,1,0.194375623,,
Eclipsall Energy,NRG60-245P,245 W Polycrystalline Module,N,245,219.9,,Polycrystalline,1.641,60,Multi-c-Si,8.66,37.53,8.14,30.09,46.1,-0.46146,0.06762,-0.3469,0.00472,-0.46609,1.54,29.71,6.21,26.29,,,,,,,,,Rack,1,Flat Plate,0.991,1.656,1,0.187316219,,
Eclipsall Energy,NRG60-250M,250 W Monocrystalline Module,N,250,221.9,,Monocrystalline,1.641,60,Mono-c-Si,8.79,37.38,8.26,30.32,48.9,-0.45,0.036,-0.345,0.035,-0.482,1.7,27.85,6.65,25.56,,,,,,,,,Rack,1,Flat Plate,0.991,1.656,1,0.189929378,,
Eclipsall Energy,NRG60-250M-BK,250 W Monocrystalline Module_Black Backsheet_Black Frame,N,250,218.1,,Monocrystalline,1.641,60,Mono-c-Si,8.79,37.38,8.26,30.32,51.9,-0.453,0.043,-0.331,-0.003,-0.451,1.64,29.53,6.53,26.81,,,,,,,,,Rack,1,Flat Plate,0.991,1.656,1,0.194156603,,
Eclipsall Energy,NRG60-250P,250 W Polycrystalline Module,N,250,224.5,,Polycrystalline,1.641,60,Multi-c-Si,8.74,37.71,8.27,30.26,46.1,-0.46146,0.06762,-0.3469,0.00472,-0.46609,1.57,29.88,6.31,26.44,,,,,,,,,Rack,1,Flat Plate,0.991,1.656,1,0.187555282,,
Eclipsall Energy,NRG60-255M,255 W Monocrystalline Module,N,255,226.4,,Monocrystalline,1.641,60,Mono-c-Si,8.83,37.6,8.41,30.37,48.9,-0.45,0.036,-0.345,0.035,-0.482,1.74,27.9,6.77,25.6,,,,,,,,,Rack,1,Flat Plate,0.991,1.656,1,0.189899368,,
Eclipsall Energy,NRG60-255P,255 W Polycrystalline Module,N,255,229.1,,Polycrystalline,1.641,60,Multi-c-Si,8.82,37.87,8.39,30.39,46.1,-0.46146,0.06762,-0.3469,0.00472,-0.46609,1.59,30,6.4,26.56,,,,,,,,,Rack,1,Flat Plate,0.991,1.656,1,0.187347264,,
Eclipsall Energy,NRG60-260M,260 W Monocrystalline Module,N,260,231,,Monocrystalline,1.641,60,Mono-c-Si,8.85,37.81,8.53,30.42,48.9,-0.45,0.036,-0.345,0.035,-0.482,1.76,27.94,6.87,25.65,,,,,,,,,Rack,1,Flat Plate,0.991,1.656,1,0.189215977,,
Eclipsall Energy,NRG72-290M,290 W Monocrystalline Module,N,290,254.7,,Monocrystalline,1.957,72,Mono-c-Si,8.63,44.65,7.96,36.39,51.8,-0.431,0.049,-0.312,0.009,-0.429,1.57,35.67,6.36,32.03,,,,,,,,,Rack,1,Flat Plate,0.991,1.975,1,0.192650107,,
Eclipsall Energy,NRG72-290P,290 W Polycrystalline Module,N,290,260.2,,Polycrystalline,1.957,72,Multi-c-Si,8.38,45.75,7.96,36.41,46.1,-0.46146,0.06762,-0.3469,0.00472,-0.46609,1.52,36.13,6.25,32.77,,,,,,,,,Rack,1,Flat Plate,0.991,1.975,1,0.18914209,,
Eclipsall Energy,NRG72-295M,295 W Monocrystalline Module,N,295,259.3,,Monocrystalline,1.957,72,Mono-c-Si,8.65,44.68,8.11,36.41,51.8,-0.431,0.049,-0.312,0.009,-0.429,1.6,35.69,6.48,32.05,,,,,,,,,Rack,1,Flat Plate,0.991,1.975,1,0.193059708,,
Eclipsall Energy,NRG72-295P,295 W Polycrystalline Module,N,295,264.8,,Polycrystalline,1.957,72,Multi-c-Si,8.44,45.92,8.05,36.6,46.1,-0.46146,0.06762,-0.3469,0.00472,-0.46609,1.54,36.32,6.32,32.94,,,,,,,,,Rack,1,Flat Plate,0.991,1.975,1,0.189019837,,
Eclipsall Energy,NRG72-300M,300 W Monocrystalline Module,N,300,263.8,,Monocrystalline,1.957,72,Mono-c-Si,8.73,44.87,8.22,36.54,51.8,-0.431,0.049,-0.312,0.009,-0.429,1.62,35.81,6.57,32.17,,,,,,,,,Rack,1,Flat Plate,0.991,1.975,1,0.193103984,,
Eclipsall Energy,NRG72-300P,300 W Polycrystalline Module,N,300,269.4,,Polycrystalline,1.957,72,Multi-c-Si,8.49,46.06,8.15,36.8,46.1,-0.46146,0.06762,-0.3469,0.00472,-0.46609,1.55,36.52,6.4,33.12,,,,,,,,,Rack,1,Flat Plate,0.991,1.975,1,0.189206742,,
Eclipsall Energy,NRG72-305M,305 W Monocrystalline Module,N,305,268.4,,Monocrystalline,1.957,72,Mono-c-Si,8.84,44.99,8.32,36.69,51.8,-0.431,0.049,-0.312,0.009,-0.429,1.64,35.96,6.65,32.3,,,,,,,,,Rack,1,Flat Plate,0.991,1.975,1,0.19303823,,
Eclipsall Energy,NRG72-305P,305 W Polycrystalline Module,N,305,274.1,,Polycrystalline,1.957,72,Multi-c-Si,8.57,46.15,8.24,36.97,46.1,-0.46146,0.06762,-0.3469,0.00472,-0.46609,1.57,36.69,6.47,33.27,,,,,,,,,Rack,1,Flat Plate,0.991,1.975,1,0.189029357,,
Eclipsall Energy,NRG72-310M,310 W Monocrystalline Module,N,310,272.9,,Monocrystalline,1.957,72,Mono-c-Si,8.92,45.12,8.43,36.78,51.8,-0.431,0.049,-0.312,0.009,-0.429,1.66,36.05,6.74,32.38,,,,,,,,,Rack,1,Flat Plate,0.991,1.975,1,0.192907776,,
Eclipsall Energy,NRG72-310P,310 W Polycrystalline Module,N,310,278.7,,Polycrystalline,1.957,72,Multi-c-Si,8.65,46.25,8.35,37.1,46.1,-0.46146,0.06762,-0.3469,0.00472,-0.46609,1.59,36.82,6.55,33.39,,,,,,,,,Rack,1,Flat Plate,0.991,1.975,1,0.189125951,,
Eclipsall Energy,NRG72-315M,315 W Monocrystalline Module,N,315,277.5,,Monocrystalline,1.957,72,Mono-c-Si,8.95,45.28,8.51,36.88,51.8,-0.431,0.049,-0.312,0.009,-0.429,1.67,36.15,6.8,32.46,,,,,,,,,Rack,1,Flat Plate,0.991,1.975,1,0.192168432,,
Eclipsall Energy,NRG72-320M,320 W Monocrystalline Module,N,320,282,,Monocrystalline,1.957,72,Mono-c-Si,8.96,45.35,8.64,37,51.8,-0.431,0.049,-0.312,0.009,-0.429,1.7,36.27,6.91,32.57,,,,,,,,,Rack,1,Flat Plate,0.991,1.975,1,0.192680434,,
ECO Future,ECO-180C,180 W Monocrystalline Module,N,180,161.3,,Monocrystalline,1.277,72,Mono-c-Si,5.25,44.64,4.97,36.21,46.2,-0.4602,0.0758,-0.3929,0.031,-0.485,1.04,34.7,4.03,33.3,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.200488889,,
ECO Future,ECO-185C,185 W Monocrystalline Module,N,185,165.9,,Monocrystalline,1.277,72,Mono-c-Si,5.33,44.8,5.05,36.65,46.2,-0.4602,0.0758,-0.3929,0.031,-0.485,1.06,35.12,4.09,33.7,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.201228108,,
ECO Future,ECO-190C,190 W Monocrystalline Module,N,190,170.5,,Monocrystalline,1.277,72,Mono-c-Si,5.39,44.8,5.15,36.92,46.2,-0.4602,0.0758,-0.3929,0.031,-0.485,1.08,35.38,4.17,33.95,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.201107368,,
ECO Future,ECO-200P54,200 W Polycrystalline Module,N,200,179.7,,Polycrystalline,1.47,54,Multi-c-Si,8.29,33.35,7.68,26.1,46.3,-0.4422,0.0875,-0.3781,-0.0216,-0.4259,1.53,26.02,6.22,24.04,,,,,,,,,Rack,1,Flat Plate,0.992,1.482,1,0.199053,,
ECO Future,ECO-210C54,210 W Monocrystalline Module,N,210,189.8,,Monocrystalline,1.47,54,Mono-c-Si,8.33,33.28,7.72,27.21,46,-0.4308,0.0702,-0.3957,0.0025,-0.4336,1.63,25.86,6.25,25.05,,,,,,,,,Rack,1,Flat Plate,0.992,1.482,1,0.200722857,,
ECO Future,ECO-210P54,210 W Polycrystalline Module,N,210,189,,Polycrystalline,1.47,54,Multi-c-Si,8.38,33.73,7.93,26.52,46.3,-0.4422,0.0875,-0.3781,-0.0216,-0.4259,1.58,26.44,6.43,24.43,,,,,,,,,Rack,1,Flat Plate,0.992,1.482,1,0.198929524,,
ECO Future,ECO-220C54,220 W Monocrystalline Module,N,220,199.1,,Monocrystalline,1.47,54,Mono-c-Si,8.42,33.36,7.91,27.83,46,-0.4308,0.0702,-0.3957,0.0025,-0.4336,1.67,26.44,6.41,25.62,,,,,,,,,Rack,1,Flat Plate,0.992,1.482,1,0.200703636,,
